с,code
0,33
4.16667E-05,42
8.33333E-05,37
0.000125,47
0.000166667,61
0.000208333,48
0.00025,32
0.000291667,53
0.000333333,76
0.000375,67
0.000416667,43
0.000458333,33
0.0005,12
0.000541667,-34
0.000583333,-51
0.000625,-23
0.000666667,10
0.000708333,5
0.00075,-14
0.000791667,-32
0.000833333,-72
0.000875,-139
0.000916667,-190
0.000958333,-221
0.001,-259
0.00104167,-272
0.00108333,-221
0.001125,-126
0.00116667,-43
0.00120833,15
0.00125,69
0.00129167,92
0.00133333,53
0.001375,10
0.00141667,30
0.00145833,80
0.0015,143
0.00154167,255
0.00158333,429
0.001625,614
0.00166667,784
0.00170833,960
0.00175,1131
0.00179167,1260
0.00183333,1356
0.001875,1456
0.00191667,1560
0.00195833,1668
0.002,1797
0.00204167,1956
0.00208333,2133
0.002125,2306
0.00216667,2466
0.00220833,2614
0.00225,2722
0.00229167,2757
0.00233333,2727
0.002375,2672
0.00241667,2638
0.00245833,2609
0.0025,2596
0.00254167,2637
0.00258333,2712
0.002625,2754
0.00266667,2767
0.00270833,2786
0.00275,2780
0.00279167,2719
0.00283333,2638
0.002875,2591
0.00291667,2554
0.00295833,2515
0.003,2502
0.00304167,2518
0.00308333,2503
0.003125,2436
0.00316667,2336
0.00320833,2208
0.00325,2041
0.00329167,1832
0.00333333,1597
0.003375,1349
0.00341667,1107
0.00345833,878
0.0035,627
0.00354167,331
0.00358333,-13
0.003625,-436
0.00366667,-962
0.00370833,-1575
0.00375,-2267
0.00379167,-3017
0.00383333,-3822
0.003875,-4683
0.00391667,-5613
0.00395833,-6601
0.004,-7639
0.00404167,-8203
0.00408333,-8203
0.004125,-8203
0.00416667,-8203
0.00420833,-8203
0.00425,-8203
0.00429167,-8203
0.00433333,-8203
0.004375,-8203
0.00441667,-8203
0.00445833,-8203
0.0045,-8203
0.00454167,-8203
0.00458333,-8203
0.004625,-8203
0.00466667,-8203
0.00470833,-8203
0.00475,-8203
0.00479167,-8180
0.00483333,-7908
0.004875,-7588
0.00491667,-7278
0.00495833,-6986
0.005,-6705
0.00504167,-6434
0.00508333,-6177
0.005125,-5928
0.00516667,-5690
0.00520833,-5388
0.00525,-3986
0.00529167,-2058
0.00533333,-44
0.005375,1994
0.00541667,4021
0.00545833,6024
0.0055,7838
0.00554167,8180
0.00558333,8180
0.005625,8180
0.00566667,8180
0.00570833,8180
0.00575,8180
0.00579167,8180
0.00583333,8180
0.005875,8180
0.00591667,8180
0.00595833,8180
0.006,8180
0.00604167,8180
0.00608333,8180
0.006125,8180
0.00616667,8180
0.00620833,8180
0.00625,8180
0.00629167,8180
0.00633333,8180
0.006375,8180
0.00641667,8180
0.00645833,8180
0.0065,8180
0.00654167,7913
0.00658333,6061
0.006625,4011
0.00666667,2051
0.00670833,217
0.00675,-1467
0.00679167,-3011
0.00683333,-4416
0.006875,-5686
0.00691667,-6815
0.00695833,-7815
0.007,-8203
0.00704167,-8203
0.00708333,-8203
0.007125,-8203
0.00716667,-8203
0.00720833,-8203
0.00725,-8203
0.00729167,-8203
0.00733333,-8203
0.007375,-8203
0.00741667,-8203
0.00745833,-8203
0.0075,-8203
0.00754167,-8203
0.00758333,-8174
0.007625,-7709
0.00766667,-7074
0.00770833,-6394
0.00775,-5661
0.00779167,-4876
0.00783333,-4071
0.007875,-3259
0.00791667,-2430
0.00795833,-1602
0.008,-806
0.00804167,-34
0.00808333,717
0.008125,1447
0.00816667,2139
0.00820833,2781
0.00825,3365
0.00829167,3881
0.00833333,4295
0.008375,4584
0.00841667,4757
0.00845833,4813
0.0085,4730
0.00854167,4512
0.00858333,4181
0.008625,3752
0.00866667,3241
0.00870833,2677
0.00875,2073
0.00879167,1431
0.00883333,760
0.008875,81
0.00891667,-572
0.00895833,-1173
0.009,-1707
0.00904167,-2168
0.00908333,-2522
0.009125,-2754
0.00916667,-2875
0.00920833,-2875
0.00925,-2742
0.00929167,-2492
0.00933333,-2163
0.009375,-1764
0.00941667,-1277
0.00945833,-717
0.0095,-146
0.00954167,408
0.00958333,963
0.009625,1513
0.00966667,2004
0.00970833,2433
0.00975,2826
0.00979167,3172
0.00983333,3467
0.009875,3720
0.00991667,3949
0.00995833,4149
0.01,4323
0.0100417,4501
0.0100833,4703
0.010125,4920
0.0101667,5149
0.0102083,5411
0.01025,5716
0.0102917,6037
0.0103333,6300
0.010375,6467
0.0104167,6554
0.0104583,6596
0.0105,6600
0.0105417,6561
0.0105833,6453
0.010625,6240
0.0106667,5914
0.0107083,5497
0.01075,4983
0.0107917,4351
0.0108333,3615
0.010875,2826
0.0109167,1967
0.0109583,1046
0.011,91
0.0110417,-870
0.0110833,-1836
0.011125,-2803
0.0111667,-3725
