с,code
0,39
4.16667E-05,42
8.33333E-05,43
0.000125,52
0.000166667,53
0.000208333,44
0.00025,38
0.000291667,44
0.000333333,44
0.000375,30
0.000416667,18
0.000458333,12
0.0005,8
0.000541667,0
0.000583333,-5
0.000625,-12
0.000666667,-17
0.000708333,-25
0.00075,-26
0.000791667,-26
0.000833333,-32
0.000875,-36
0.000916667,-33
0.000958333,-28
0.001,-29
0.00104167,-33
0.00108333,-28
0.001125,-16
0.00116667,-13
0.00120833,-18
0.00125,-17
0.00129167,-9
0.00133333,-4
0.001375,-7
0.00141667,-4
0.00145833,2
0.0015,4
0.00154167,4
0.00158333,10
0.001625,14
0.00166667,11
0.00170833,4
0.00175,5
0.00179167,10
0.00183333,13
0.001875,6
0.00191667,1
0.00195833,5
0.002,7
0.00204167,7
0.00208333,10
0.002125,19
0.00216667,17
0.00220833,11
0.00225,7
0.00229167,12
0.00233333,9
0.002375,5
0.00241667,9
0.00245833,18
0.0025,14
0.00254167,6
0.00258333,2
0.002625,6
0.00266667,-2
0.00270833,-13
0.00275,-14
0.00279167,-12
0.00283333,-20
0.002875,-28
0.00291667,-18
0.00295833,-9
0.003,-13
0.00304167,-20
0.00308333,-16
0.003125,-10
0.00316667,-5
0.00320833,2
0.00325,14
0.00329167,23
0.00333333,29
0.003375,39
0.00341667,57
0.00345833,71
0.0035,70
0.00354167,71
0.00358333,77
0.003625,86
0.00366667,87
0.00370833,82
0.00375,81
0.00379167,87
0.00383333,87
0.003875,87
0.00391667,89
0.00395833,87
0.004,73
0.00404167,68
0.00408333,72
0.004125,73
0.00416667,69
0.00420833,66
0.00425,63
0.00429167,60
0.00433333,61
0.004375,67
0.00441667,67
0.00445833,63
0.0045,64
0.00454167,69
0.00458333,70
0.004625,60
0.00466667,49
0.00470833,39
0.00475,33
0.00479167,28
0.00483333,18
0.004875,12
0.00491667,5
0.00495833,-19
0.005,-42
0.00504167,-51
0.00508333,-62
0.005125,-93
0.00516667,-126
0.00520833,-138
0.00525,-148
0.00529167,-170
0.00533333,-194
0.005375,-198
0.00541667,-208
0.00545833,-228
0.0055,-251
0.00554167,-260
0.00558333,-263
0.005625,-257
0.00566667,-246
0.00570833,-235
0.00575,-229
0.00579167,-207
0.00583333,-170
0.005875,-146
0.00591667,-140
0.00595833,-125
0.006,-86
0.00604167,-32
0.00608333,16
0.006125,58
0.00616667,94
0.00620833,133
0.00625,199
0.00629167,285
0.00633333,375
0.006375,454
0.00641667,517
0.00645833,582
0.0065,647
0.00654167,707
0.00658333,770
0.006625,842
0.00666667,926
0.00670833,1032
0.00675,1177
0.00679167,1333
0.00683333,1452
0.006875,1532
0.00691667,1606
0.00695833,1702
0.007,1808
0.00704167,1917
0.00708333,2028
0.007125,2165
0.00716667,2322
0.00720833,2484
0.00725,2621
0.00729167,2727
0.00733333,2831
0.007375,2938
0.00741667,3019
0.00745833,3064
0.0075,3109
0.00754167,3165
0.00758333,3177
0.007625,3137
0.00766667,3116
0.00770833,3132
0.00775,3102
0.00779167,2977
0.00783333,2815
0.007875,2677
0.00791667,2539
0.00795833,2382
0.008,2216
0.00804167,2046
0.00808333,1862
0.008125,1670
0.00816667,1459
0.00820833,1198
0.00825,891
0.00829167,552
0.00833333,173
0.008375,-262
0.00841667,-739
0.00845833,-1222
0.0085,-1722
0.00854167,-2269
0.00858333,-2859
0.008625,-3471
0.00866667,-4097
0.00870833,-4774
0.00875,-5542
0.00879167,-6360
0.00883333,-7190
0.008875,-8020
0.00891667,-8203
0.00895833,-8203
0.009,-8203
0.00904167,-8203
0.00908333,-8203
0.009125,-8203
0.00916667,-8203
0.00920833,-8203
0.00925,-8203
0.00929167,-8203
0.00933333,-8203
0.009375,-8203
0.00941667,-8203
0.00945833,-8203
0.0095,-8203
0.00954167,-8203
0.00958333,-8203
0.009625,-8168
0.00966667,-7885
0.00970833,-7566
0.00975,-7258
0.00979167,-6967
0.00983333,-6684
0.009875,-6416
0.00991667,-6157
0.00995833,-5911
0.01,-5673
0.0100417,-5447
0.0100833,-5229
0.010125,-5021
0.0101667,-4821
0.0102083,-4630
0.01025,-4385
0.0102917,-3315
0.0103333,-2026
0.010375,-858
0.0104167,180
