с,code
0,35
4.16667E-05,44
8.33333E-05,52
0.000125,50
0.000166667,50
0.000208333,53
0.00025,54
0.000291667,50
0.000333333,49
0.000375,53
0.000416667,48
0.000458333,43
0.0005,38
0.000541667,35
0.000583333,31
0.000625,23
0.000666667,16
0.000708333,12
0.00075,10
0.000791667,4
0.000833333,-1
0.000875,-4
0.000916667,-8
0.000958333,-9
0.001,-13
0.00104167,-17
0.00108333,-12
0.001125,-15
0.00116667,-14
0.00120833,-11
0.00125,-10
0.00129167,-7
0.00133333,-6
0.001375,-5
0.00141667,-6
0.00145833,-6
0.0015,-1
0.00154167,1
0.00158333,-2
0.001625,0
0.00166667,3
0.00170833,1
0.00175,-4
0.00179167,-4
0.00183333,2
0.001875,-7
0.00191667,-14
0.00195833,-15
0.002,-15
0.00204167,-21
0.00208333,-30
0.002125,-32
0.00216667,-31
0.00220833,-32
0.00225,-37
0.00229167,-39
0.00233333,-31
0.002375,-25
0.00241667,-28
0.00245833,-33
0.0025,-33
0.00254167,-28
0.00258333,-24
0.002625,-23
0.00266667,-20
0.00270833,-17
0.00275,-15
0.00279167,-16
0.00283333,-13
0.002875,-12
0.00291667,-15
0.00295833,-19
0.003,-18
0.00304167,-15
0.00308333,-17
0.003125,-19
0.00316667,-16
0.00320833,-15
0.00325,-16
0.00329167,-22
0.00333333,-18
0.003375,-15
0.00341667,-15
0.00345833,-16
0.0035,-12
0.00354167,-11
0.00358333,-12
0.003625,-6
0.00366667,3
0.00370833,11
0.00375,12
0.00379167,16
0.00383333,24
0.003875,29
0.00391667,30
0.00395833,28
0.004,29
0.00404167,26
0.00408333,27
0.004125,29
0.00416667,29
0.00420833,23
0.00425,18
0.00429167,16
0.00433333,11
0.004375,1
0.00441667,-3
0.00445833,-3
0.0045,-9
0.00454167,-23
0.00458333,-24
0.004625,-22
0.00466667,-24
0.00470833,-31
0.00475,-33
0.00479167,-34
0.00483333,-38
0.004875,-45
0.00491667,-47
0.00495833,-44
0.005,-48
0.00504167,-54
0.00508333,-54
0.005125,-57
0.00516667,-63
0.00520833,-60
0.00525,-56
0.00529167,-61
0.00533333,-66
0.005375,-62
0.00541667,-56
0.00545833,-60
0.0055,-62
0.00554167,-56
0.00558333,-52
0.005625,-45
0.00566667,-41
0.00570833,-39
0.00575,-31
0.00579167,-17
0.00583333,-8
0.005875,-8
0.00591667,-7
0.00595833,3
0.006,17
0.00604167,20
0.00608333,25
0.006125,32
0.00616667,42
0.00620833,45
0.00625,45
0.00629167,48
0.00633333,52
0.006375,52
0.00641667,49
0.00645833,53
0.0065,53
0.00654167,53
0.00658333,50
0.006625,49
0.00666667,41
0.00670833,33
0.00675,36
0.00679167,38
0.00683333,31
0.006875,25
0.00691667,23
0.00695833,21
0.007,18
0.00704167,19
0.00708333,21
0.007125,23
0.00716667,17
0.00720833,15
0.00725,16
0.00729167,18
0.00733333,18
0.007375,20
0.00741667,24
0.00745833,29
0.0075,32
0.00754167,42
0.00758333,51
0.007625,50
0.00766667,51
0.00770833,64
0.00775,76
0.00779167,72
0.00783333,70
0.007875,81
0.00791667,95
0.00795833,105
0.008,110
0.00804167,124
0.00808333,135
0.008125,135
0.00816667,132
0.00820833,140
0.00825,153
0.00829167,162
0.00833333,160
0.008375,172
0.00841667,197
0.00845833,210
0.0085,217
0.00854167,228
0.00858333,239
0.008625,250
0.00866667,252
0.00870833,259
0.00875,275
0.00879167,287
0.00883333,293
0.008875,293
0.00891667,303
0.00895833,317
0.009,329
0.00904167,336
0.00908333,346
0.009125,350
0.00916667,344
0.00920833,351
0.00925,361
0.00929167,362
0.00933333,359
0.009375,362
0.00941667,355
0.00945833,328
0.0095,309
0.00954167,303
0.00958333,286
0.009625,244
0.00966667,196
0.00970833,151
0.00975,94
0.00979167,25
0.00983333,-42
0.009875,-117
0.00991667,-214
0.00995833,-318
0.01,-412
0.0100417,-509
0.0100833,-622
0.010125,-739
0.0101667,-843
0.0102083,-956
0.01025,-1087
0.0102917,-1213
0.0103333,-1333
0.010375,-1464
0.0104167,-1616
0.0104583,-1764
0.0105,-1887
0.0105417,-2005
0.0105833,-2140
0.010625,-2273
0.0106667,-2371
0.0107083,-2464
0.01075,-2564
0.0107917,-2648
0.0108333,-2710
0.010875,-2779
0.0109167,-2869
0.0109583,-2954
0.011,-3003
0.0110417,-3049
0.0110833,-3120
0.011125,-3193
0.0111667,-3248
0.0112083,-3320
0.01125,-3435
0.0112917,-3558
0.0113333,-3671
0.011375,-3806
0.0114167,-3986
0.0114583,-4188
0.0115,-4399
0.0115417,-4636
0.0115833,-4892
0.011625,-5155
0.0116667,-5442
0.0117083,-5766
0.01175,-6105
0.0117917,-6432
0.0118333,-6761
0.011875,-7117
0.0119167,-7470
0.0119583,-7774
0.012,-7918
0.0120417,-7769
0.0120833,-7486
0.012125,-7189
0.0121667,-6900
0.0122083,-6620
0.01225,-6353
0.0122917,-6098
0.0123333,-5852
0.012375,-5617
0.0124167,-5393
0.0124583,-5178
0.0125,-4969
0.0125417,-4772
0.0125833,-4582
0.012625,-4400
0.0126667,-4226
0.0127083,-4058
0.01275,-3898
0.0127917,-3744
0.0128333,-3596
0.012875,-3456
0.0129167,-3297
0.0129583,-2391
0.013,-1132
0.0130417,11
0.0130833,1027
0.013125,1918
0.0131667,2696
0.0132083,3372
0.01325,3955
0.0132917,4455
0.0133333,4882
0.013375,5241
0.0134167,5539
0.0134583,5784
0.0135,5978
0.0135417,6128
0.0135833,6244
0.013625,6324
0.0136667,6371
0.0137083,6393
0.01375,6390
0.0137917,6368
0.0138333,6326
0.013875,6267
0.0139167,6197
0.0139583,6111
0.014,6017
0.0140417,5914
0.0140833,5804
0.014125,5689
0.0141667,5567
