с,code
0,3
4.16667E-05,335
8.33333E-05,702
0.000125,1112
0.000166667,1514
0.000208333,1874
0.00025,2209
0.000291667,2569
0.000333333,2914
0.000375,3192
0.000416667,3422
0.000458333,3639
0.0005,3835
0.000541667,3988
0.000583333,4101
0.000625,4182
0.000666667,4244
0.000708333,4292
0.00075,4326
0.000791667,4338
0.000833333,4324
0.000875,4308
0.000916667,4357
0.000958333,4470
0.001,4573
0.00104167,4654
0.00108333,4710
0.001125,4743
0.00116667,4757
0.00120833,4752
0.00125,4733
0.00129167,4700
0.00133333,4655
0.001375,4601
0.00141667,4536
0.00145833,4464
0.0015,4387
0.00154167,4304
0.00158333,4217
0.001625,4123
0.00166667,4031
0.00170833,3934
0.00175,3836
0.00179167,3736
0.00183333,3638
0.001875,3537
0.00191667,3437
0.00195833,3338
0.002,3239
0.00204167,3139
0.00208333,3045
0.002125,2946
0.00216667,2852
0.00220833,2759
0.00225,2669
0.00229167,2580
0.00233333,2492
0.002375,2409
0.00241667,2324
0.00245833,2244
0.0025,2164
0.00254167,2088
0.00258333,2151
0.002625,2461
0.00266667,2663
0.00270833,2812
0.00275,2930
0.00279167,3030
0.00283333,3099
0.002875,3140
0.00291667,3155
0.00295833,3141
0.003,3095
0.00304167,3025
0.00308333,2938
0.003125,2831
0.00316667,2711
0.00320833,2592
0.00325,2461
0.00329167,2317
0.00333333,2170
0.003375,2021
0.00341667,1877
0.00345833,1737
0.0035,1598
0.00354167,1455
0.00358333,1319
0.003625,1195
0.00366667,1076
0.00370833,956
0.00375,844
0.00379167,740
0.00383333,650
0.003875,569
0.00391667,500
0.00395833,442
0.004,392
0.00404167,347
0.00408333,315
0.004125,290
0.00416667,273
0.00420833,269
0.00425,281
0.00429167,302
0.00433333,330
0.004375,373
0.00441667,435
0.00445833,504
0.0045,585
0.00454167,675
0.00458333,774
0.004625,883
0.00466667,992
0.00470833,1087
0.00475,1168
0.00479167,1247
0.00483333,1327
0.004875,1394
0.00491667,1436
0.00495833,1464
0.005,1489
0.00504167,1490
0.00508333,1459
0.005125,1402
0.00516667,1325
0.00520833,1215
0.00525,1075
0.00529167,916
0.00533333,731
0.005375,525
0.00541667,314
0.00545833,97
0.0055,-135
0.00554167,-372
0.00558333,-607
0.005625,-832
0.00566667,-1058
0.00570833,-1286
0.00575,-1501
0.00579167,-1705
0.00583333,-1903
0.005875,-2096
0.00591667,-2275
0.00595833,-2439
0.006,-2598
0.00604167,-2755
0.00608333,-2881
0.006125,-2986
0.00616667,-3089
0.00620833,-3193
0.00625,-3275
0.00629167,-3333
0.00633333,-3377
0.006375,-3412
0.00641667,-3429
0.00645833,-3424
0.0065,-3403
0.00654167,-3356
0.00658333,-3279
0.006625,-3174
0.00666667,-3053
0.00670833,-2914
0.00675,-2754
0.00679167,-2584
0.00683333,-2401
0.006875,-2206
0.00691667,-1996
0.00695833,-1778
0.007,-1564
0.00704167,-1354
0.00708333,-1146
0.007125,-939
0.00716667,-755
0.00720833,-587
0.00725,-431
0.00729167,-288
0.00733333,-160
0.007375,-48
0.00741667,43
0.00745833,119
0.0075,175
0.00754167,223
0.00758333,273
0.007625,314
0.00766667,343
0.00770833,367
0.00775,396
0.00779167,422
0.00783333,447
0.007875,466
0.00791667,488
0.00795833,508
0.008,523
0.00804167,550
0.00808333,586
0.008125,619
0.00816667,641
0.00820833,663
0.00825,684
0.00829167,707
0.00833333,729
0.008375,756
0.00841667,780
0.00845833,795
0.0085,808
0.00854167,823
0.00858333,835
0.008625,841
0.00866667,848
0.00870833,863
0.00875,884
0.00879167,899
0.00883333,912
0.008875,928
0.00891667,944
0.00895833,964
0.009,991
0.00904167,1014
0.00908333,1032
0.009125,1041
0.00916667,1061
0.00920833,1081
0.00925,1092
0.00929167,1093
0.00933333,1093
0.009375,1097
0.00941667,1098
0.00945833,1088
0.0095,1074
0.00954167,1064
0.00958333,1052
0.009625,1026
0.00966667,994
0.00970833,963
0.00975,933
0.00979167,898
0.00983333,870
0.009875,852
0.00991667,838
0.00995833,823
0.01,815
0.0100417,815
0.0100833,820
0.010125,827
0.0101667,833
0.0102083,779
0.01025,796
0.0102917,833
0.0103333,877
0.010375,919
0.0104167,968
0.0104583,1028
0.0105,1093
0.0105417,1159
0.0105833,1232
0.010625,1299
0.0106667,1363
0.0107083,1437
0.01075,1520
0.0107917,1595
0.0108333,1681
0.010875,1781
0.0109167,1880
0.0109583,1970
0.011,2065
0.0110417,2177
0.0110833,2284
0.011125,2376
0.0111667,2468
0.0112083,2576
0.01125,2684
0.0112917,2787
0.0113333,2888
0.011375,2994
0.0114167,3103
0.0114583,3206
0.0115,3298
0.0115417,3377
0.0115833,3448
0.011625,3503
0.0116667,3544
0.0117083,3579
0.01175,3602
0.0117917,3605
0.0118333,3602
0.011875,3594
0.0119167,3571
0.0119583,3526
0.012,3469
0.0120417,3399
0.0120833,3316
0.012125,3228
0.0121667,3139
0.0122083,3050
0.01225,2942
0.0122917,2825
0.0123333,2714
0.012375,2600
0.0124167,2477
0.0124583,2348
0.0125,2234
0.0125417,2127
0.0125833,2015
0.012625,1905
0.0126667,1799
0.0127083,1681
0.01275,1562
0.0127917,1462
0.0128333,1379
0.012875,1283
0.0129167,1183
0.0129583,1096
0.013,1023
0.0130417,923
0.0130833,819
0.013125,746
0.0131667,689
0.0132083,612
0.01325,530
0.0132917,478
0.0133333,432
0.013375,369
0.0134167,321
0.0134583,292
0.0135,252
0.0135417,204
0.0135833,171
0.013625,157
0.0136667,129
0.0137083,86
0.01375,54
0.0137917,38
0.0138333,0
0.013875,-54
0.0139167,-105
0.0139583,-155
0.014,-219
0.0140417,-282
0.0140833,-341
0.014125,-404
0.0141667,-486
0.0142083,-564
0.01425,-628
0.0142917,-691
0.0143333,-777
0.014375,-871
0.0144167,-941
0.0144583,-997
0.0145,-1059
0.0145417,-1118
0.0145833,-1155
0.014625,-1173
0.0146667,-1197
0.0147083,-1213
0.01475,-1208
0.0147917,-1201
0.0148333,-1188
0.014875,-1160
0.0149167,-1101
0.0149583,-1035
0.015,-981
0.0150417,-911
0.0150833,-815
0.015125,-709
0.0151667,-608
0.0152083,-510
0.01525,-399
0.0152917,-287
0.0153333,-183
0.015375,-75
0.0154167,37
0.0154583,139
0.0155,210
0.0155417,282
0.0155833,367
0.015625,434
0.0156667,476
0.0157083,522
0.01575,589
0.0157917,640
0.0158333,659
0.015875,690
0.0159167,735
0.0159583,747
0.016,724
0.0160417,700
0.0160833,662
0.016125,594
0.0161667,508
0.0162083,425
0.01625,359
0.0162917,297
0.0163333,242
0.016375,202
0.0164167,174
0.0164583,143
0.0165,100
0.0165417,76
0.0165833,68
0.016625,45
0.0166667,14
0.0167083,7
0.01675,13
0.0167917,-15
0.0168333,-46
0.016875,-46
0.0169167,-35
0.0169583,-56
0.017,-69
0.0170417,-57
0.0170833,-63
0.017125,-110
0.0171667,-153
0.0172083,-169
0.01725,-208
0.0172917,-278
0.0173333,-335
0.017375,-376
0.0174167,-421
0.0174583,-486
0.0175,-534
0.0175417,-572
0.0175833,-612
0.017625,-663
0.0176667,-695
0.0177083,-718
0.01775,-756
0.0177917,-799
0.0178333,-818
0.017875,-825
0.0179167,-833
0.0179583,-848
0.018,-837
0.0180417,-821
0.0180833,-823
0.018125,-839
0.0181667,-845
0.0182083,-839
0.01825,-848
0.0182917,-878
0.0183333,-902
0.018375,-911
0.0184167,-937
0.0184583,-971
0.0185,-989
0.0185417,-996
0.0185833,-1030
0.018625,-1068
0.0186667,-1086
0.0187083,-1086
0.01875,-1109
