с,code
0,36
4.16667E-05,45
8.33333E-05,50
0.000125,47
0.000166667,49
0.000208333,56
0.00025,57
0.000291667,50
0.000333333,50
0.000375,57
0.000416667,53
0.000458333,41
0.0005,28
0.000541667,21
0.000583333,21
0.000625,14
0.000666667,5
0.000708333,1
0.00075,2
0.000791667,-8
0.000833333,-15
0.000875,-13
0.000916667,-12
0.000958333,-21
0.001,-28
0.00104167,-25
0.00108333,-25
0.001125,-31
0.00116667,-32
0.00120833,-21
0.00125,-16
0.00129167,-21
0.00133333,-24
0.001375,-20
0.00141667,-23
0.00145833,-31
0.0015,-30
0.00154167,-31
0.00158333,-33
0.001625,-28
0.00166667,-15
0.00170833,-7
0.00175,-10
0.00179167,-12
0.00183333,-8
0.001875,-1
0.00191667,-8
0.00195833,-11
0.002,-10
0.00204167,-10
0.00208333,-7
0.002125,9
0.00216667,31
0.00220833,29
0.00225,17
0.00229167,21
0.00233333,31
0.002375,29
0.00241667,18
0.00245833,20
0.0025,25
0.00254167,28
0.00258333,24
0.002625,21
0.00266667,26
0.00270833,22
0.00275,12
0.00279167,4
0.00283333,6
0.002875,4
0.00291667,-14
0.00295833,-27
0.003,-15
0.00304167,2
0.00308333,-2
0.003125,-2
0.00316667,7
0.00320833,20
0.00325,17
0.00329167,18
0.00333333,33
0.003375,47
0.00341667,51
0.00345833,58
0.0035,77
0.00354167,99
0.00358333,107
0.003625,109
0.00366667,128
0.00370833,145
0.00375,151
0.00379167,156
0.00383333,176
0.003875,200
0.00391667,202
0.00395833,198
0.004,210
0.00404167,226
0.00408333,225
0.004125,224
0.00416667,249
0.00420833,265
0.00425,258
0.00429167,251
0.00433333,258
0.004375,266
0.00441667,259
0.00445833,266
0.0045,307
0.00454167,335
0.00458333,335
0.004625,309
0.00466667,298
0.00470833,288
0.00475,254
0.00479167,233
0.00483333,240
0.004875,263
0.00491667,293
0.00495833,342
0.005,385
0.00504167,390
0.00508333,350
0.005125,289
0.00516667,250
0.00520833,250
0.00525,293
0.00529167,345
0.00533333,399
0.005375,486
0.00541667,611
0.00545833,725
0.0055,812
0.00554167,912
0.00558333,1051
0.005625,1193
0.00566667,1332
0.00570833,1498
0.00575,1706
0.00579167,1915
0.00583333,2119
0.005875,2337
0.00591667,2556
0.00595833,2747
0.006,2875
0.00604167,2971
0.00608333,3070
0.006125,3180
0.00616667,3299
0.00620833,3423
0.00625,3540
0.00629167,3645
0.00633333,3732
0.006375,3790
0.00641667,3816
0.00645833,3783
0.0065,3684
0.00654167,3547
0.00658333,3380
0.006625,3180
0.00666667,2948
0.00670833,2690
0.00675,2393
0.00679167,2038
0.00683333,1617
0.006875,1138
0.00691667,575
0.00695833,-72
0.007,-802
0.00704167,-1579
0.00708333,-2404
0.007125,-3295
0.00716667,-4244
0.00720833,-5251
0.00725,-6305
0.00729167,-7402
0.00733333,-8203
0.007375,-8203
0.00741667,-8203
0.00745833,-8203
0.0075,-8203
0.00754167,-8203
0.00758333,-8203
0.007625,-8203
0.00766667,-8203
0.00770833,-8203
0.00775,-8203
0.00779167,-8203
0.00783333,-8203
0.007875,-8203
0.00791667,-8203
0.00795833,-8203
0.008,-8203
0.00804167,-8203
0.00808333,-8203
0.008125,-8133
0.00816667,-7816
0.00820833,-7499
0.00825,-7196
0.00829167,-6905
0.00833333,-6628
0.008375,-6360
0.00841667,-6104
0.00845833,-5860
0.0085,-5624
0.00854167,-5400
0.00858333,-5184
0.008625,-4910
0.00866667,-3810
0.00870833,-2500
0.00875,-1315
0.00879167,-259
0.00883333,671
0.008875,1489
0.00891667,2203
0.00895833,2825
0.009,3365
0.00904167,3825
0.00908333,4221
0.009125,4554
0.00916667,4832
0.00920833,5061
0.00925,5246
0.00929167,5391
0.00933333,5786
0.009375,6605
0.00941667,7228
0.00945833,7729
0.0095,8113
0.00954167,8180
0.00958333,8180
0.009625,8180
0.00966667,8180
0.00970833,8180
0.00975,8180
0.00979167,7915
0.00983333,7434
0.009875,6830
0.00991667,6130
0.00995833,5386
0.01,4625
0.0100417,3855
0.0100833,3092
0.010125,2356
0.0101667,1660
0.0102083,1002
0.01025,428
0.0102917,48
0.0103333,46
0.010375,278
0.0104167,530
0.0104583,756
0.0105,955
0.0105417,1126
0.0105833,1272
0.010625,1398
0.0106667,1503
0.0107083,1591
0.01075,1663
0.0107917,1721
0.0108333,1765
0.010875,1864
0.0109167,2388
0.0109583,2875
0.011,3264
0.0110417,3544
0.0110833,3692
0.011125,3710
0.0111667,3587
0.0112083,3308
0.01125,2884
0.0112917,2353
0.0113333,1752
0.011375,1104
0.0114167,453
0.0114583,-33
0.0115,-124
0.0115417,-28
0.0115833,88
0.011625,195
0.0116667,289
0.0117083,368
0.01175,440
0.0117917,498
0.0118333,549
0.011875,591
0.0119167,627
0.0119583,657
0.012,679
0.0120417,697
0.0120833,711
0.012125,719
0.0121667,724
0.0122083,726
0.01225,725
0.0122917,723
0.0123333,717
0.012375,710
0.0124167,702
0.0124583,690
0.0125,680
0.0125417,664
0.0125833,650
0.012625,635
0.0126667,621
0.0127083,606
0.01275,589
0.0127917,573
0.0128333,555
0.012875,538
0.0129167,522
0.0129583,505
0.013,488
0.0130417,473
0.0130833,458
0.013125,439
0.0131667,423
0.0132083,408
0.01325,396
0.0132917,379
0.0133333,364
0.013375,351
0.0134167,337
0.0134583,325
0.0135,311
0.0135417,296
0.0135833,284
0.013625,273
0.0136667,262
0.0137083,252
0.01375,238
0.0137917,229
0.0138333,218
0.013875,207
0.0139167,199
0.0139583,189
0.014,181
0.0140417,171
0.0140833,165
0.014125,155
0.0141667,147
0.0142083,140
0.01425,132
0.0142917,124
0.0143333,118
0.014375,112
0.0144167,105
0.0144583,100
0.0145,93
0.0145417,87
0.0145833,81
0.014625,78
0.0146667,71
0.0147083,67
0.01475,64
0.0147917,59
0.0148333,54
0.014875,51
0.0149167,46
0.0149583,42
0.015,38
0.0150417,35
0.0150833,32
0.015125,36
0.0151667,379
0.0152083,767
0.01525,1038
0.0152917,1237
0.0153333,1369
0.015375,1438
0.0154167,1453
0.0154583,1413
0.0155,1314
0.0155417,1154
0.0155833,943
0.015625,677
0.0156667,365
0.0157083,12
0.01575,-369
0.0157917,-765
0.0158333,-1150
0.015875,-1486
0.0159167,-1666
0.0159583,-1596
0.016,-1446
0.0160417,-1296
0.0160833,-1158
0.016125,-1030
0.0161667,-916
0.0162083,-810
0.01625,-716
0.0162917,-632
0.0163333,-555
0.016375,-484
0.0164167,-421
0.0164583,-364
0.0165,-314
0.0165417,-269
0.0165833,-227
0.016625,-191
0.0166667,-160
0.0167083,-131
0.01675,-107
0.0167917,-83
0.0168333,-65
0.016875,-47
0.0169167,-31
0.0169583,-17
0.017,-5
0.0170417,4
0.0170833,14
0.017125,169
0.0171667,650
0.0172083,1030
0.01725,1372
0.0172917,1695
0.0173333,1991
0.017375,2277
0.0174167,2546
0.0174583,2790
0.0175,3010
0.0175417,3221
0.0175833,3419
0.017625,3583
0.0176667,3695
0.0177083,3778
0.01775,3839
0.0177917,3858
0.0178333,3808
0.017875,3698
0.0179167,3562
0.0179583,3397
0.018,3163
0.0180417,2855
0.0180833,2477
0.018125,2020
0.0181667,1508
0.0182083,961
0.01825,375
0.0182917,-251
0.0183333,-888
0.018375,-1508
0.0184167,-2119
0.0184583,-2721
0.0185,-3283
0.0185417,-3810
0.0185833,-4286
0.018625,-4686
0.0186667,-4977
0.0187083,-5170
0.01875,-5272
0.0187917,-5277
0.0188333,-5170
0.018875,-4972
0.0189167,-4711
0.0189583,-4408
0.019,-4052
0.0190417,-3646
0.0190833,-3211
0.019125,-2747
0.0191667,-2251
0.0192083,-1729
0.01925,-1212
0.0192917,-705
0.0193333,-156
0.019375,431
0.0194167,1016
0.0194583,1577
0.0195,2161
0.0195417,2806
0.0195833,3485
0.019625,4163
0.0196667,4870
0.0197083,5675
0.01975,6556
0.0197917,7448
0.0198333,8154
0.019875,8180
0.0199167,8180
0.0199583,8180
0.02,8180
0.0200417,8180
0.0200833,8180
0.020125,8180
0.0201667,8180
0.0202083,8180
0.02025,8180
0.0202917,8180
0.0203333,8180
0.020375,8180
0.0204167,8180
0.0204583,8180
0.0205,8180
0.0205417,8180
0.0205833,8180
0.020625,8180
0.0206667,8180
0.0207083,8180
0.02075,8180
0.0207917,8180
0.0208333,8180
0.020875,8180
0.0209167,8180
0.0209583,7743
0.021,6446
0.0210417,5122
0.0210833,3768
0.021125,2349
0.0211667,897
0.0212083,-533
0.02125,-1924
0.0212917,-3286
0.0213333,-4584
0.021375,-5782
0.0214167,-6870
0.0214583,-7852
0.0215,-8203
0.0215417,-8203
0.0215833,-8203
0.021625,-8203
0.0216667,-8203
0.0217083,-8203
0.02175,-8203
0.0217917,-8203
0.0218333,-8203
0.021875,-8203
0.0219167,-8144
0.0219583,-7547
0.022,-6797
0.0220417,-6037
0.0220833,-5294
0.022125,-4578
0.0221667,-3881
0.0222083,-3241
0.02225,-2705
0.0222917,-2279
0.0223333,-1916
0.022375,-1609
0.0224167,-1377
0.0224583,-1213
0.0225,-1104
0.0225417,-1072
0.0225833,-1139
0.022625,-1288
0.0226667,-1462
0.0227083,-1665
0.02275,-1898
0.0227917,-2132
0.0228333,-2370
0.022875,-2629
0.0229167,-2898
0.0229583,-3174
0.023,-3470
0.0230417,-4053
0.0230833,-4390
0.023125,-4745
0.0231667,-5119
0.0232083,-5537
0.02325,-6017
0.0232917,-6554
0.0233333,-7139
0.023375,-7739
0.0234167,-8329
0.0234583,-8466
0.0235,-8466
0.0235417,-8466
0.0235833,-8466
0.023625,-8466
0.0236667,-8466
0.0237083,-8466
0.02375,-8466
0.0237917,-8466
0.0238333,-8466
0.023875,-8356
0.0239167,-7523
0.0239583,-6388
0.024,-5088
0.0240417,-3664
0.0240833,-2157
0.024125,-595
0.0241667,988
0.0242083,2559
0.02425,4109
0.0242917,5588
0.0243333,6931
0.024375,7875
0.0244167,7917
0.0244583,7917
0.0245,7917
0.0245417,7917
0.0245833,7917
0.024625,7917
0.0246667,7917
0.0247083,7917
0.02475,7917
0.0247917,7917
0.0248333,7917
0.024875,7324
0.0249167,6516
0.0249583,5693
0.025,4877
0.0250417,4090
0.0250833,3336
0.025125,2621
0.0251667,1951
0.0252083,1333
0.02525,762
0.0252917,242
0.0253333,-235
0.025375,-673
0.0254167,-1073
0.0254583,-1441
0.0255,-1802
0.0255417,-2166
0.0255833,-2538
0.025625,-2911
0.0256667,-3284
0.0257083,-3666
0.02575,-4052
0.0257917,-4441
0.0258333,-4842
0.025875,-5217
0.0259167,-5527
0.0259583,-5765
0.026,-5919
0.0260417,-5994
0.0260833,-5942
0.026125,-5751
0.0261667,-5459
0.0262083,-5075
0.02625,-4563
0.0262917,-3903
0.0263333,-3114
0.026375,-2234
0.0264167,-1265
0.0264583,-213
0.0265,872
0.0265417,1953
0.0265833,3006
0.026625,3981
0.0266667,4838
0.0267083,5555
0.02675,6118
0.0267917,6519
0.0268333,6771
0.026875,6856
0.0269167,6786
0.0269583,6552
0.027,6173
0.0270417,5651
0.0270833,4984
0.027125,4177
0.0271667,3251
0.0272083,2258
0.02725,1233
0.0272917,200
0.0273333,-814
0.027375,-1769
0.0274167,-2669
0.0274583,-3519
0.0275,-4302
0.0275417,-4986
0.0275833,-5586
0.027625,-6128
0.0276667,-6581
0.0277083,-6945
0.02775,-7243
0.0277917,-7494
0.0278333,-7662
0.027875,-7765
0.0279167,-7860
0.0279583,-7975
0.028,-8107
0.0280417,-8229
0.0280833,-8375
0.028125,-8466
0.0281667,-8466
0.0282083,-8466
0.02825,-8466
0.0282917,-8466
0.0283333,-8466
0.028375,-8466
0.0284167,-8466
0.0284583,-8466
0.0285,-8466
0.0285417,-8466
0.0285833,-8466
0.028625,-8222
0.0286667,-7644
0.0287083,-6929
0.02875,-6122
0.0287917,-5248
0.0288333,-4286
0.028875,-3250
0.0289167,-2188
0.0289583,-1164
0.029,-170
0.0290417,799
0.0290833,1693
0.029125,2467
0.0291667,3141
0.0292083,3727
0.02925,4172
0.0292917,4457
0.0293333,4588
0.029375,4593
0.0294167,4433
0.0294583,4101
0.0295,3654
0.0295417,3113
0.0295833,2449
0.029625,1681
0.0296667,893
0.0297083,98
0.02975,-724
0.0297917,-1591
0.0298333,-2454
0.029875,-3306
0.0299167,-4156
0.0299583,-4996
0.03,-5782
0.0300417,-6510
0.0300833,-7207
0.030125,-7865
0.0301667,-8389
0.0302083,-8466
0.03025,-8466
0.0302917,-8466
0.0303333,-8466
0.030375,-8466
0.0304167,-8466
0.0304583,-8466
0.0305,-8466
0.0305417,-8466
0.0305833,-8466
0.030625,-8449
0.0306667,-8182
0.0307083,-7861
0.03075,-7555
0.0307917,-7262
0.0308333,-6981
0.030875,-6712
0.0309167,-6452
0.0309583,-6205
0.031,-5967
0.0310417,-5741
0.0310833,-5521
0.031125,-5312
0.0311667,-5112
0.0312083,-4890
0.03125,-4112
0.0312917,-3101
0.0313333,-2065
0.031375,-1050
0.0314167,-74
0.0314583,894
0.0315,1810
0.0315417,2622
0.0315833,3345
0.031625,4002
0.0316667,4549
0.0317083,4956
0.03175,5246
0.0317917,5427
0.0318333,5481
0.031875,5408
0.0319167,5244
0.0319583,5001
0.032,4640
0.0320417,4165
0.0320833,3629
0.032125,3061
0.0321667,2455
0.0322083,1809
0.03225,1179
0.0322917,601
0.0323333,49
0.032375,-491
0.0324167,-990
0.0324583,-1429
0.0325,-1836
0.0325417,-2224
0.0325833,-2549
0.032625,-2840
0.0326667,-3158
0.0327083,-3502
0.03275,-3817
0.0327917,-4088
0.0328333,-4359
0.032875,-4664
0.0329167,-4979
0.0329583,-5278
0.033,-5559
0.0330417,-5696
0.0330833,-5584
0.033125,-5389
0.0331667,-5185
0.0332083,-4986
0.03325,-4796
0.0332917,-4615
0.0333333,-4440
0.033375,-4273
0.0334167,-4113
0.0334583,-3959
0.0335,-3814
0.0335417,-3673
0.0335833,-3538
0.033625,-3409
0.0336667,-3283
0.0337083,-3164
0.03375,-3051
0.0337917,-2939
0.0338333,-2836
0.033875,-2736
0.0339167,-2641
0.0339583,-2546
0.034,-2458
0.0340417,-2373
0.0340833,-2290
0.034125,-2211
0.0341667,-2138
0.0342083,-2064
0.03425,-1997
0.0342917,-1929
0.0343333,-1864
0.034375,-1804
0.0344167,-1535
0.0344583,-813
0.0345,-87
0.0345417,657
0.0345833,1444
0.034625,2300
0.0346667,3217
0.0347083,4189
0.03475,5231
0.0347917,6334
0.0348333,7471
0.034875,7917
0.0349167,7917
0.0349583,7917
0.035,7917
0.0350417,7917
0.0350833,7917
0.035125,7917
0.0351667,7917
0.0352083,7917
