с,code
0,51
4.16667E-05,56
8.33333E-05,61
0.000125,78
0.000166667,94
0.000208333,85
0.00025,68
0.000291667,98
0.000333333,144
0.000375,150
0.000416667,126
0.000458333,118
0.0005,116
0.000541667,105
0.000583333,125
0.000625,166
0.000666667,169
0.000708333,136
0.00075,125
0.000791667,140
0.000833333,108
0.000875,22
0.000916667,-55
0.000958333,-102
0.001,-112
0.00104167,-69
0.00108333,20
0.001125,85
0.00116667,84
0.00120833,57
0.00125,32
0.00129167,-17
0.00133333,-80
0.001375,-120
0.00141667,-154
0.00145833,-188
0.0015,-158
0.00154167,-55
0.00158333,57
0.001625,147
0.00166667,335
0.00170833,634
0.00175,903
0.00179167,1114
0.00183333,1373
0.001875,1701
0.00191667,1995
0.00195833,2260
0.002,2602
0.00204167,2966
0.00208333,3257
0.002125,3499
0.00216667,3762
0.00220833,4028
0.00225,4220
0.00229167,4390
0.00233333,4601
0.002375,4825
0.00241667,5065
0.00245833,5350
0.0025,5704
0.00254167,6050
0.00258333,6304
0.002625,6526
0.00266667,6777
0.00270833,7001
0.00275,7136
0.00279167,7199
0.00283333,7238
0.002875,7229
0.00291667,7159
0.00295833,7056
0.003,6906
0.00304167,6647
0.00308333,6249
0.003125,5727
0.00316667,5071
0.00320833,4263
0.00325,3337
0.00329167,2298
0.00333333,1179
0.003375,3
0.00341667,-1245
0.00345833,-2595
0.0035,-4056
0.00354167,-5576
0.00358333,-7154
0.003625,-8202
0.00366667,-8202
0.00370833,-8202
0.00375,-8202
0.00379167,-8202
0.00383333,-8202
0.003875,-8202
0.00391667,-8202
0.00395833,-8202
0.004,-8202
0.00404167,-8202
0.00408333,-8202
0.004125,-8202
0.00416667,-8202
0.00420833,-8202
0.00425,-8202
0.00429167,-8202
0.00433333,-8202
0.004375,-8202
0.00441667,-8202
0.00445833,-8202
0.0045,-8202
0.00454167,-8202
0.00458333,-8202
0.004625,-8145
0.00466667,-7838
0.00470833,-7522
0.00475,-7218
0.00479167,-6925
0.00483333,-6645
0.004875,-6379
0.00491667,-6122
0.00495833,-5425
0.005,-4049
0.00504167,-2764
0.00508333,-1611
0.005125,-588
0.00516667,314
0.00520833,1107
0.00525,1803
0.00529167,2410
0.00533333,2937
0.005375,3742
0.00541667,5368
0.00545833,6882
0.0055,8046
0.00554167,8181
0.00558333,8181
0.005625,8181
0.00566667,8181
0.00570833,8181
0.00575,8181
0.00579167,8181
0.00583333,8181
0.005875,8181
0.00591667,8181
0.00595833,8181
0.006,8181
0.00604167,8159
0.00608333,6950
0.006125,5251
0.00616667,3445
0.00620833,1575
0.00625,-267
0.00629167,-2015
0.00633333,-3623
0.006375,-4994
0.00641667,-6009
0.00645833,-6422
0.0065,-5886
0.00654167,-4997
0.00658333,-4122
0.006625,-3326
0.00666667,-2611
0.00670833,-1969
0.00675,-1401
0.00679167,-896
0.00683333,-449
0.006875,-56
0.00691667,306
0.00695833,1504
0.007,3149
0.00704167,4723
0.00708333,6309
0.007125,7846
0.00716667,8181
0.00720833,8181
0.00725,8181
0.00729167,8181
0.00733333,8181
0.007375,8181
0.00741667,8181
0.00745833,8181
0.0075,8181
0.00754167,8176
0.00758333,6582
0.007625,4277
0.00766667,1749
0.00770833,-925
0.00775,-3610
0.00779167,-6197
0.00783333,-8108
0.007875,-8202
0.00791667,-8202
0.00795833,-8202
0.008,-8202
0.00804167,-8202
0.00808333,-8167
0.008125,-7307
0.00816667,-6291
0.00820833,-5375
0.00825,-4551
0.00829167,-3810
0.00833333,-3149
0.008375,-2556
0.00841667,-2028
0.00845833,-1557
0.0085,-1138
0.00854167,-770
0.00858333,-443
0.008625,-154
0.00866667,98
0.00870833,321
0.00875,514
0.00879167,682
0.00883333,827
0.008875,952
0.00891667,1055
0.00895833,1143
0.009,1216
0.00904167,1278
0.00908333,1329
0.009125,1367
0.00916667,1395
0.00920833,1417
0.00925,1430
0.00929167,1435
0.00933333,1436
0.009375,1432
0.00941667,1421
0.00945833,1408
0.0095,1392
0.00954167,1372
0.00958333,1352
0.009625,1325
0.00966667,1299
0.00970833,1271
0.00975,1244
0.00979167,1212
0.00983333,1184
0.009875,1153
0.00991667,1123
0.00995833,1091
0.01,1057
0.0100417,1027
0.0100833,994
0.010125,963
0.0101667,933
0.0102083,904
0.01025,874
0.0102917,845
0.0103333,816
0.010375,786
0.0104167,757
0.0104583,732
0.0105,705
0.0105417,679
0.0105833,652
0.010625,629
0.0106667,606
0.0107083,583
0.01075,558
0.0107917,539
0.0108333,517
0.010875,497
0.0109167,476
0.0109583,459
0.011,439
0.0110417,639
0.0110833,1198
0.011125,1626
0.0111667,1990
0.0112083,2310
0.01125,2608
0.0112917,2916
0.0113333,3223
0.011375,3512
0.0114167,3794
0.0114583,4077
0.0115,4300
0.0115417,4439
0.0115833,4514
0.011625,4530
0.0116667,4454
0.0117083,4232
0.01175,3884
0.0117917,3406
0.0118333,2768
0.011875,1955
0.0119167,980
0.0119583,-119
0.012,-1302
0.0120417,-2564
0.0120833,-3847
0.012125,-5035
0.0121667,-6034
0.0122083,-6806
0.01225,-7223
0.0122917,-6925
0.0123333,-6248
0.012375,-5551
0.0124167,-4908
0.0124583,-4325
0.0125,-3792
0.0125417,-3312
0.0125833,-2876
0.012625,-2485
0.0126667,-2133
0.0127083,-1815
0.01275,-1531
0.0127917,-1273
0.0128333,-1045
0.012875,-843
0.0129167,-660
0.0129583,-500
0.013,-354
0.0130417,-229
0.0130833,-116
