,code
24545,-8255.0
24546,-8255.0
24547,-8212.0
24548,-7424.0
24549,-6230.0
24550,-4794.0
24551,-3127.0
24552,-1316.0
24553,565.0
24554,2477.0
24555,4352.0
24556,6118.0
24557,7747.0
24558,8128.0
24559,8128.0
24560,8128.0
24561,8128.0
24562,8128.0
24563,8128.0
24564,8128.0
24565,8128.0
24566,8128.0
24567,8128.0
24568,8128.0
24569,8128.0
24570,8082.0
24571,7331.0
24572,6395.0
24573,5497.0
24574,4668.0
24575,3878.0
24576,3146.0
24577,2492.0
24578,1923.0
24579,1431.0
24580,996.0
24581,625.0
24582,263.0
24583,-97.0
24584,-439.0
24585,-784.0
24586,-1151.0
24587,-1530.0
24588,-1924.0
24589,-2370.0
24590,-2875.0
24591,-3385.0
24592,-3885.0
24593,-4399.0
24594,-4937.0
24595,-5455.0
24596,-5936.0
24597,-6388.0
24598,-6797.0
24599,-7084.0
24600,-7227.0
24601,-7243.0
24602,-7117.0
24603,-6837.0
24604,-6424.0
24605,-5886.0
24606,-5195.0
24607,-4342.0
24608,-3375.0
24609,-2328.0
24610,-1226.0
24611,-97.0
24612,1061.0
24613,2248.0
24614,3401.0
24615,4425.0
24616,5285.0
24617,5975.0
24618,6481.0
24619,6789.0
24620,6846.0
24621,6358.0
24622,5187.0
24623,3883.0
24624,2676.0
24625,1593.0
24626,636.0
24627,-211.0
24628,-954.0
24629,-1604.0
24630,-2173.0
24631,-2665.0
24632,-3091.0
24633,-3459.0
24634,-3775.0
24635,-4040.0
24636,-4259.0
24637,-4440.0
24638,-4584.0
24639,-4694.0
24640,-4778.0
24641,-4843.0
24642,-5143.0
24643,-5473.0
24644,-5715.0
24645,-5887.0
24646,-6036.0
24647,-6240.0
24648,-6512.0
24649,-6805.0
24650,-7130.0
24651,-7476.0
24652,-7831.0
24653,-8184.0
24654,-8255.0
24655,-8255.0
24656,-8255.0
24657,-8255.0
24658,-8255.0
24659,-8255.0
24660,-8255.0
24661,-8255.0
24662,-8255.0
24663,-8255.0
24664,-7918.0
24665,-7050.0
24666,-6020.0
24667,-4856.0
24668,-3612.0
24669,-2330.0
24670,-1046.0
24671,232.0
24672,1465.0
24673,2612.0
24674,3643.0
24675,4517.0
24676,5234.0
24677,5789.0
24678,6174.0
24679,6364.0
24680,6334.0
24681,6065.0
24682,5607.0
24683,4995.0
24684,4242.0
24685,3350.0
24686,2352.0
24687,1302.0
24688,217.0
24689,-892.0
24690,-1969.0
24691,-3011.0
24692,-4054.0
24693,-5102.0
24694,-6112.0
24695,-7074.0
24696,-7997.0
24697,-8255.0
24698,-8255.0
24699,-8255.0
24700,-8255.0
24701,-8255.0
24702,-8255.0
24703,-8255.0
24704,-8255.0
24705,-8255.0
24706,-8255.0
24707,-8176.0
24708,-7850.0
24709,-7538.0
24710,-7235.0
24711,-6944.0
24712,-6668.0
24713,-6404.0
24714,-6148.0
24715,-5905.0
24716,-5673.0
24717,-5448.0
24718,-5234.0
24719,-5028.0
24720,-4829.0
24721,-4641.0
24722,-4458.0
24723,-4284.0
24724,-4118.0
24725,-3959.0
24726,-3777.0
24727,-2972.0
24728,-1908.0
24729,-913.0
24730,21.0
24731,937.0
24732,1787.0
24733,2494.0
24734,3097.0
24735,3627.0
24736,4025.0
24737,4248.0
24738,4333.0
24739,4292.0
24740,4077.0
24741,3717.0
24742,3289.0
24743,2809.0
24744,2238.0
24745,1596.0
24746,954.0
24747,331.0
24748,-290.0
24749,-866.0
24750,-1327.0
24751,-1684.0
24752,-1975.0
24753,-2193.0
24754,-2263.0
24755,-2193.0
24756,-2026.0
24757,-1775.0
24758,-1480.0
24759,-1216.0
24760,-1002.0
24761,-823.0
24762,-673.0
24763,-607.0
24764,-648.0
24765,-793.0
24766,-1040.0
24767,-1414.0
24768,-1933.0
24769,-2599.0
24770,-3350.0
24771,-3897.0
24772,-3969.0
24773,-3853.0
24774,-3708.0
24775,-3563.0
24776,-3421.0
24777,-3289.0
24778,-3160.0
24779,-3034.0
24780,-2917.0
24781,-2804.0
24782,-2695.0
24783,-2592.0
24784,-2491.0
24785,-2396.0
24786,-2305.0
24787,-2217.0
24788,-2132.0
24789,-2050.0
24790,-1972.0
24791,-1897.0
24792,-1826.0
24793,-1758.0
24794,-1693.0
24795,-1630.0
24796,-1568.0
24797,-1510.0
24798,-1454.0
24799,-1400.0
24800,-1349.0
24801,-1300.0
24802,-1252.0
24803,-1206.0
24804,-1165.0
24805,-1042.0
24806,43.0
24807,1582.0
24808,3251.0
24809,5000.0
24810,6811.0
24811,8128.0
24812,8128.0
24813,8128.0
24814,8128.0
24815,8128.0
24816,8128.0
24817,8128.0
24818,8128.0
24819,8128.0
24820,8128.0
24821,8128.0
24822,8128.0
24823,8128.0
24824,8128.0
24825,8128.0
24826,8128.0
24827,8128.0
24828,8128.0
24829,8128.0
24830,8128.0
24831,8128.0
24832,8128.0
24833,8128.0
24834,8128.0
24835,8128.0
24836,7694.0
24837,5999.0
24838,4428.0
24839,3003.0
24840,1658.0
24841,412.0
24842,-662.0
24843,-1560.0
24844,-2320.0
24845,-2945.0
24846,-3428.0
24847,-3806.0
24848,-4114.0
24849,-4340.0
24850,-4500.0
24851,-4653.0
24852,-4838.0
24853,-5066.0
24854,-5352.0
24855,-5724.0
24856,-6192.0
24857,-6732.0
24858,-7336.0
24859,-8012.0
24860,-8255.0
24861,-8255.0
24862,-8255.0
24863,-8255.0
24864,-8255.0
24865,-8255.0
24866,-8255.0
24867,-8255.0
24868,-8255.0
24869,-8255.0
24870,-8255.0
24871,-8255.0
24872,-8255.0
24873,-8255.0
24874,-8255.0
24875,-8255.0
24876,-8197.0
24877,-7697.0
24878,-7174.0
24879,-6731.0
24880,-6373.0
24881,-6118.0
24882,-5935.0
24883,-5824.0
24884,-5805.0
24885,-5875.0
24886,-5991.0
24887,-6125.0
24888,-6232.0
24889,-6238.0
24890,-6096.0
24891,-5877.0
24892,-5647.0
24893,-5422.0
24894,-5202.0
24895,-4705.0
24896,-3909.0
24897,-3035.0
24898,-2077.0
24899,-1069.0
24900,-27.0
24901,1047.0
24902,2144.0
24903,3210.0
24904,4169.0
24905,5038.0
24906,5820.0
24907,6457.0
24908,6904.0
24909,7200.0
24910,7396.0
24911,7474.0
24912,7427.0
24913,7286.0
24914,7071.0
24915,6807.0
24916,6537.0
24917,6297.0
24918,6101.0
24919,5964.0
24920,5919.0
24921,5982.0
24922,6131.0
24923,6341.0
24924,6618.0
24925,6975.0
24926,7387.0
24927,7807.0
24928,8124.0
24929,8128.0
24930,8128.0
24931,8128.0
24932,8128.0
24933,8128.0
24934,8128.0
24935,8128.0
24936,8116.0
24937,7612.0
24938,6819.0
24939,5881.0
24940,4844.0
24941,3739.0
24942,2572.0
24943,1364.0
24944,185.0
24945,-949.0
24946,-2019.0
24947,-2961.0
24948,-3729.0
24949,-4335.0
24950,-4765.0
24951,-4963.0
24952,-4943.0
24953,-4724.0
24954,-4300.0
24955,-3622.0
24956,-2732.0
24957,-1647.0
24958,-392.0
24959,1019.0
24960,2562.0
24961,4184.0
24962,5887.0
24963,7657.0
24964,8128.0
24965,8128.0
24966,8128.0
24967,8128.0
24968,8128.0
24969,8128.0
24970,8128.0
24971,8128.0
24972,8128.0
24973,8128.0
24974,8128.0
24975,8128.0
24976,8128.0
24977,8128.0
24978,8128.0
24979,8128.0
24980,8128.0
24981,8128.0
24982,8128.0
24983,8128.0
24984,8128.0
24985,0.0
24986,40.0
24987,45.0
24988,49.0
24989,50.0
24990,50.0
24991,51.0
24992,57.0
24993,59.0
24994,65.0
24995,68.0
24996,77.0
24997,82.0
24998,83.0
24999,84.0
25000,84.0
25001,85.0
25002,85.0
25003,82.0
25004,76.0
25005,71.0
25006,69.0
25007,60.0
25008,46.0
25009,34.0
25010,30.0
25011,23.0
25012,7.0
25013,-13.0
25014,-25.0
25015,-32.0
25016,-39.0
25017,-44.0
25018,-51.0
25019,-63.0
25020,-72.0
25021,-73.0
25022,-68.0
25023,-66.0
25024,-74.0
25025,-78.0
25026,-74.0
25027,-69.0
25028,-61.0
25029,-53.0
25030,-46.0
25031,-41.0
25032,-41.0
25033,-41.0
25034,-41.0
25035,-41.0
25036,-37.0
25037,-34.0
25038,-30.0
25039,-21.0
25040,-13.0
25041,-5.0
25042,5.0
25043,11.0
25044,5.0
25045,0.0
25046,3.0
25047,9.0
25048,10.0
25049,9.0
25050,11.0
25051,18.0
25052,23.0
25053,28.0
25054,36.0
25055,38.0
25056,35.0
25057,28.0
25058,21.0
25059,17.0
25060,13.0
25061,12.0
25062,7.0
25063,1.0
25064,-3.0
25065,-6.0
25066,-9.0
25067,-16.0
25068,-31.0
25069,-41.0
25070,-48.0
25071,-54.0
25072,-57.0
25073,-52.0
25074,-47.0
25075,-41.0
25076,-38.0
25077,-36.0
25078,-28.0
25079,-23.0
25080,-17.0
25081,-14.0
25082,-8.0
25083,3.0
25084,18.0
25085,30.0
25086,41.0
25087,49.0
25088,52.0
25089,52.0
25090,49.0
25091,46.0
25092,40.0
25093,40.0
25094,41.0
25095,42.0
25096,44.0
25097,39.0
25098,32.0
25099,21.0
25100,10.0
25101,1.0
25102,-8.0
25103,-15.0
25104,-20.0
25105,-22.0
25106,-25.0
25107,-29.0
25108,-27.0
25109,-26.0
25110,-25.0
25111,-19.0
25112,-15.0
25113,-14.0
25114,-17.0
25115,-17.0
25116,-13.0
25117,-7.0
25118,-1.0
25119,4.0
25120,11.0
25121,14.0
25122,8.0
25123,3.0
25124,0.0
25125,0.0
25126,1.0
25127,-1.0
25128,-1.0
25129,3.0
25130,10.0
25131,20.0
25132,30.0
25133,33.0
25134,35.0
25135,41.0
25136,45.0
25137,49.0
25138,54.0
25139,61.0
25140,68.0
25141,72.0
25142,73.0
25143,74.0
25144,75.0
25145,71.0
25146,59.0
25147,46.0
25148,33.0
25149,28.0
25150,20.0
25151,7.0
25152,-1.0
25153,-8.0
25154,-17.0
25155,-25.0
25156,-34.0
25157,-41.0
25158,-46.0
25159,-54.0
25160,-57.0
25161,-59.0
25162,-58.0
25163,-55.0
25164,-52.0
25165,-50.0
25166,-48.0
25167,-45.0
25168,-41.0
25169,-40.0
25170,-38.0
25171,-32.0
25172,-32.0
25173,-33.0
25174,-33.0
25175,-28.0
25176,-23.0
25177,-25.0
25178,-26.0
25179,-26.0
25180,-26.0
25181,-23.0
25182,-20.0
25183,-15.0
25184,-9.0
25185,-6.0
25186,0.0
25187,3.0
25188,8.0
25189,11.0
25190,18.0
25191,26.0
25192,32.0
25193,38.0
25194,46.0
25195,54.0
25196,60.0
25197,59.0
25198,58.0
25199,57.0
25200,54.0
25201,48.0
25202,42.0
25203,36.0
25204,34.0
25205,32.0
25206,27.0
25207,21.0
25208,15.0
25209,7.0
25210,-1.0
25211,-8.0
25212,-14.0
25213,-19.0
25214,-26.0
25215,-30.0
25216,-31.0
25217,-29.0
25218,-30.0
25219,-32.0
25220,-35.0
25221,-36.0
25222,-38.0
25223,-43.0
25224,-48.0
25225,-47.0
25226,-42.0
25227,-41.0
25228,-37.0
25229,-32.0
25230,-26.0
25231,-23.0
25232,-23.0
25233,-23.0
25234,-20.0
25235,-20.0
25236,-13.0
25237,-9.0
25238,-6.0
25239,-5.0
25240,2.0
25241,12.0
25242,15.0
25243,19.0
25244,22.0
25245,22.0
25246,26.0
25247,25.0
25248,29.0
25249,34.0
25250,38.0
25251,44.0
25252,52.0
25253,55.0
25254,58.0
25255,61.0
25256,60.0
25257,59.0
25258,57.0
25259,56.0
25260,56.0
25261,53.0
25262,48.0
25263,44.0
25264,42.0
25265,41.0
25266,31.0
25267,25.0
25268,19.0
25269,9.0
25270,-2.0
25271,-7.0
25272,-11.0
25273,-20.0
25274,-31.0
25275,-35.0
25276,-36.0
25277,-38.0
25278,-43.0
25279,-47.0
25280,-47.0
25281,-51.0
25282,-50.0
25283,-44.0
25284,-39.0
25285,-38.0
25286,-39.0
25287,-35.0
25288,-25.0
25289,-16.0
25290,-7.0
25291,-1.0
25292,9.0
25293,27.0
25294,37.0
25295,37.0
25296,51.0
25297,74.0
25298,74.0
25299,66.0
25300,88.0
25301,116.0
25302,101.0
25303,88.0
25304,120.0
25305,134.0
25306,103.0
25307,83.0
25308,122.0
25309,152.0
25310,132.0
25311,95.0
25312,68.0
25313,24.0
25314,-23.0
25315,-47.0
25316,-56.0
25317,-73.0
25318,-82.0
25319,-51.0
25320,-14.0
25321,-23.0
25322,-73.0
25323,-145.0
25324,-214.0
25325,-252.0
25326,-241.0
25327,-209.0
25328,-199.0
25329,-190.0
25330,-130.0
25331,-48.0
25332,41.0
25333,181.0
25334,371.0
25335,549.0
25336,735.0
25337,1012.0
25338,1340.0
25339,1626.0
25340,1894.0
25341,2220.0
25342,2562.0
25343,2849.0
25344,3115.0
25345,3394.0
25346,3643.0
25347,3857.0
25348,4075.0
25349,4345.0
25350,4632.0
25351,4893.0
25352,5160.0
25353,5446.0
25354,5727.0
25355,5969.0
25356,6189.0
25357,6407.0
25358,6581.0
25359,6700.0
25360,6819.0
25361,6925.0
25362,6945.0
25363,6878.0
25364,6779.0
25365,6630.0
25366,6348.0
25367,5917.0
25368,5394.0
25369,4775.0
25370,4032.0
25371,3190.0
25372,2262.0
25373,1218.0
25374,50.0
25375,-1208.0
25376,-2540.0
25377,-3976.0
25378,-5533.0
25379,-7207.0
25380,-8203.0
25381,-8203.0
25382,-8203.0
25383,-8203.0
25384,-8203.0
25385,-8203.0
25386,-8203.0
25387,-8203.0
25388,-8203.0
25389,-8203.0
25390,-8203.0
25391,-8203.0
25392,-8203.0
25393,-8203.0
25394,-8203.0
25395,-8203.0
25396,-8203.0
25397,-8203.0
25398,-8203.0
25399,-8203.0
25400,-8203.0
25401,-8203.0
25402,-8203.0
25403,-8183.0
25404,-7915.0
25405,-7593.0
25406,-7284.0
25407,-6991.0
25408,-6709.0
25409,-6439.0
25410,-6180.0
25411,-5762.0
25412,-4496.0
25413,-3173.0
25414,-1977.0
25415,-911.0
25416,27.0
25417,857.0
25418,1582.0
25419,2216.0
25420,2769.0
25421,3516.0
25422,5052.0
25423,6473.0
25424,7763.0
25425,8180.0
25426,8180.0
25427,8180.0
25428,8180.0
25429,8180.0
25430,8180.0
25431,8180.0
25432,8180.0
25433,8180.0
25434,8180.0
25435,8180.0
25436,8180.0
25437,8180.0
25438,7190.0
25439,5737.0
25440,4187.0
25441,2564.0
25442,926.0
25443,-660.0
25444,-2150.0
25445,-3517.0
25446,-4667.0
25447,-5455.0
25448,-5478.0
25449,-4777.0
25450,-3957.0
25451,-3190.0
25452,-2495.0
25453,-1875.0
25454,-1323.0
25455,-833.0
25456,-401.0
25457,-18.0
25458,316.0
25459,609.0
25460,1474.0
25461,3095.0
25462,4688.0
25463,6308.0
25464,7856.0
25465,8180.0
25466,8180.0
25467,8180.0
25468,8180.0
25469,8180.0
25470,8180.0
25471,8180.0
25472,8180.0
25473,8180.0
25474,8180.0
25475,6931.0
25476,4639.0
25477,2101.0
25478,-630.0
25479,-3419.0
25480,-6139.0
25481,-8137.0
25482,-8203.0
25483,-8203.0
25484,-8203.0
25485,-8203.0
25486,-8203.0
25487,-8203.0
25488,-7418.0
25489,-6400.0
25490,-5483.0
25491,-4657.0
25492,-3913.0
25493,-3246.0
25494,-2650.0
25495,-2118.0
25496,-1647.0
25497,-1225.0
25498,-849.0
25499,-521.0
25500,-229.0
25501,27.0
25502,253.0
25503,449.0
25504,619.0
25505,765.0
25506,892.0
25507,1000.0
25508,1090.0
25509,1168.0
25510,1230.0
25511,1281.0
25512,1320.0
25513,1350.0
25514,1372.0
25515,1388.0
25516,1396.0
25517,1399.0
25518,1396.0
25519,1387.0
25520,1373.0
25521,1358.0
25522,1339.0
25523,1318.0
25524,1296.0
25525,1271.0
25526,1245.0
25527,1216.0
25528,1186.0
25529,1158.0
25530,1128.0
25531,1099.0
25532,1066.0
25533,1035.0
25534,1006.0
25535,977.0
25536,946.0
25537,915.0
25538,886.0
25539,855.0
25540,827.0
25541,799.0
25542,772.0
25543,744.0
25544,719.0
25545,695.0
25546,669.0
25547,643.0
25548,620.0
25549,597.0
25550,573.0
25551,552.0
25552,529.0
25553,509.0
25554,488.0
25555,468.0
25556,454.0
25557,950.0
25558,1593.0
25559,2088.0
25560,2504.0
25561,2843.0
25562,3101.0
25563,3323.0
25564,3533.0
25565,3718.0
25566,3868.0
25567,3991.0
25568,4101.0
25569,4179.0
25570,4216.0
25571,4209.0
25572,4153.0
25573,4024.0
25574,3804.0
25575,3478.0
25576,3018.0
25577,2429.0
25578,1690.0
25579,788.0
25580,-257.0
25581,-1387.0
25582,-2596.0
25583,-3854.0
25584,-5046.0
25585,-6084.0
25586,-6945.0
25587,-7575.0
25588,-7663.0
25589,-7070.0
25590,-6312.0
25591,-5587.0
25592,-4921.0
25593,-4316.0
25594,-3768.0
25595,-3276.0
25596,-2828.0
25597,-2426.0
25598,-2065.0
25599,-1738.0
25600,-1448.0
25601,-1189.0
25602,-955.0
25603,-749.0
25604,-563.0
25605,-399.0
25606,-256.0
25607,-129.0
25608,-16.0
25609,197.0
25610,989.0
25611,1761.0
25612,2456.0
25613,3090.0
25614,3670.0
25615,4194.0
25616,4667.0
25617,5096.0
25618,5485.0
25619,5816.0
25620,6085.0
25621,6306.0
25622,6483.0
25623,6591.0
25624,6634.0
25625,6634.0
25626,6574.0
25627,6428.0
25628,6219.0
25629,5989.0
25630,5727.0
25631,5409.0
25632,5051.0
25633,4674.0
25634,4247.0
25635,3732.0
25636,3140.0
25637,2496.0
25638,1802.0
25639,1032.0
25640,203.0
25641,-672.0
25642,-1602.0
25643,-2606.0
25644,-3639.0
25645,-4670.0
25646,-5689.0
25647,-6716.0
25648,-7694.0
25649,-8203.0
25650,-8203.0
25651,-8203.0
25652,-8203.0
25653,-8203.0
25654,-8203.0
25655,-8203.0
25656,-8203.0
25657,-8203.0
25658,-8053.0
25659,-7218.0
25660,-6251.0
25661,-5207.0
25662,-4112.0
25663,-3006.0
25664,-1884.0
25665,-737.0
25666,430.0
25667,1594.0
25668,2752.0
25669,3894.0
25670,5037.0
25671,6183.0
25672,7312.0
25673,8156.0
25674,8180.0
25675,8180.0
25676,8180.0
25677,8180.0
25678,8180.0
25679,8180.0
25680,8180.0
25681,8180.0
25682,8180.0
25683,8180.0
25684,8180.0
25685,8180.0
25686,8180.0
25687,8180.0
25688,8180.0
25689,8180.0
25690,8180.0
25691,8180.0
25692,8180.0
25693,8180.0
25694,8180.0
25695,8180.0
25696,8180.0
25697,8180.0
25698,8180.0
25699,8180.0
25700,8180.0
25701,8180.0
25702,8180.0
25703,8180.0
25704,8180.0
25705,8165.0
25706,7910.0
25707,7602.0
25708,7305.0
25709,6649.0
25710,4852.0
25711,2875.0
25712,904.0
25713,-983.0
25714,-2775.0
25715,-4448.0
25716,-5949.0
25717,-7223.0
25718,-8120.0
25719,-8203.0
25720,-8203.0
25721,-8203.0
25722,-8203.0
25723,-8203.0
25724,-8203.0
25725,-8203.0
25726,-8203.0
25727,-8149.0
25728,-7650.0
25729,-7064.0
25730,-6509.0
25731,-6035.0
25732,-5671.0
25733,-5411.0
25734,-5266.0
25735,-5275.0
25736,-5420.0
25737,-5659.0
25738,-5968.0
25739,-6332.0
25740,-6710.0
25741,-7070.0
25742,-7431.0
25743,-7764.0
25744,-8028.0
25745,-8171.0
25746,-8186.0
25747,-8100.0
25748,-7926.0
25749,-7661.0
25750,-7292.0
25751,-6860.0
25752,-6441.0
25753,-6042.0
25754,-5651.0
25755,-5317.0
25756,-5090.0
25757,-4991.0
25758,-5009.0
25759,-5203.0
25760,-5606.0
25761,-6157.0
25762,-6808.0
25763,-7562.0
25764,-8191.0
25765,-8203.0
25766,-8203.0
25767,-8203.0
25768,-8203.0
25769,-8203.0
25770,-8203.0
25771,-8203.0
25772,-8203.0
25773,-8203.0
25774,-8203.0
25775,-8203.0
25776,-7210.0
25777,-5360.0
25778,-3303.0
25779,-1084.0
25780,1229.0
25781,3545.0
25782,5829.0
25783,7840.0
25784,8180.0
25785,8180.0
25786,8180.0
25787,8180.0
25788,8180.0
25789,8180.0
25790,8180.0
25791,8180.0
25792,8180.0
25793,8180.0
25794,8180.0
25795,8180.0
25796,8180.0
25797,8180.0
25798,8180.0
25799,7384.0
25800,6228.0
25801,5165.0
25802,4197.0
25803,3313.0
25804,2538.0
25805,1895.0
25806,1344.0
25807,863.0
25808,464.0
25809,-44.0
25810,-351.0
25811,-639.0
25812,-923.0
25813,-1241.0
25814,-1597.0
25815,-2005.0
25816,-2476.0
25817,-3007.0
25818,-3578.0
25819,-4172.0
25820,-4796.0
25821,-5454.0
25822,-6110.0
25823,-6726.0
25824,-7264.0
25825,-7714.0
25826,-8053.0
25827,-8246.0
25828,-8272.0
25829,-8132.0
25830,-7810.0
25831,-7292.0
25832,-6570.0
25833,-5654.0
25834,-4562.0
25835,-3305.0
25836,-1933.0
25837,-492.0
25838,1006.0
25839,2516.0
25840,3974.0
25841,5321.0
25842,6493.0
25843,7447.0
25844,8012.0
25845,8012.0
25846,8012.0
25847,8012.0
25848,7907.0
25849,6644.0
25850,5112.0
25851,3707.0
25852,2450.0
25853,1330.0
25854,344.0
25855,-527.0
25856,-1297.0
25857,-1970.0
25858,-2555.0
25859,-3066.0
25860,-3506.0
25861,-3881.0
25862,-4203.0
25863,-4472.0
25864,-4918.0
25865,-5586.0
25866,-6008.0
25867,-6323.0
25868,-6548.0
25869,-6653.0
25870,-6694.0
25871,-6734.0
25872,-6780.0
25873,-6825.0
25874,-6925.0
25875,-7126.0
25876,-7404.0
25877,-7723.0
25878,-8106.0
25879,-8371.0
25880,-8371.0
25881,-8371.0
25882,-8371.0
25883,-8371.0
25884,-8371.0
25885,-8371.0
25886,-8371.0
25887,-8371.0
25888,-8371.0
25889,-8371.0
25890,-8371.0
25891,-8371.0
25892,-7502.0
25893,-6118.0
25894,-4618.0
25895,-3010.0
25896,-1312.0
25897,396.0
25898,2056.0
25899,3637.0
25900,5092.0
25901,6372.0
25902,7469.0
25903,8012.0
25904,8012.0
25905,8012.0
25906,8012.0
25907,7487.0
25908,6452.0
25909,5491.0
25910,4617.0
25911,3830.0
25912,3127.0
25913,2501.0
25914,1941.0
25915,1389.0
25916,115.0
25917,-1303.0
25918,-2686.0
25919,-4042.0
25920,-5359.0
25921,-6613.0
25922,-7753.0
25923,-8371.0
25924,-8371.0
25925,-8371.0
25926,-8371.0
25927,-8371.0
25928,-8371.0
25929,-8371.0
25930,-8371.0
25931,-8371.0
25932,-8371.0
25933,-8371.0
25934,-8371.0
25935,-8371.0
25936,-8222.0
25937,-7897.0
25938,-7585.0
25939,-7287.0
25940,-6999.0
25941,-6725.0
25942,-6463.0
25943,-6211.0
25944,-5969.0
25945,-5738.0
25946,0.0
25947,40.0
25948,53.0
25949,78.0
25950,86.0
25951,79.0
25952,85.0
25953,105.0
25954,100.0
25955,94.0
25956,117.0
25957,152.0
25958,156.0
25959,144.0
25960,145.0
25961,146.0
25962,135.0
25963,138.0
25964,158.0
25965,170.0
25966,158.0
25967,133.0
25968,93.0
25969,22.0
25970,-65.0
25971,-119.0
25972,-115.0
25973,-66.0
25974,11.0
25975,112.0
25976,198.0
25977,232.0
25978,190.0
25979,100.0
25980,-21.0
25981,-135.0
25982,-191.0
25983,-167.0
25984,-63.0
25985,126.0
25986,400.0
25987,702.0
25988,976.0
25989,1253.0
25990,1551.0
25991,1834.0
25992,2092.0
25993,2384.0
25994,2724.0
25995,3073.0
25996,3417.0
25997,3778.0
25998,4128.0
25999,4415.0
26000,4649.0
26001,4837.0
26002,4966.0
26003,5068.0
26004,5203.0
26005,5412.0
26006,5686.0
26007,6005.0
26008,6362.0
26009,6715.0
26010,6997.0
26011,7179.0
26012,7277.0
26013,7306.0
26014,7241.0
26015,7068.0
26016,6839.0
26017,6590.0
26018,6309.0
26019,5983.0
26020,5594.0
26021,5107.0
26022,4439.0
26023,3547.0
26024,2492.0
26025,1303.0
26026,2.0
26027,-1381.0
26028,-2807.0
26029,-4262.0
26030,-5769.0
26031,-7356.0
26032,-8202.0
26033,-8202.0
26034,-8202.0
26035,-8202.0
26036,-8202.0
26037,-8202.0
26038,-8202.0
26039,-8202.0
26040,-8202.0
26041,-8202.0
26042,-8202.0
26043,-8202.0
26044,-8202.0
26045,-8202.0
26046,-8202.0
26047,-8202.0
26048,-8202.0
26049,-8202.0
26050,-8202.0
26051,-8202.0
26052,-8202.0
26053,-8202.0
26054,-8202.0
26055,-8202.0
26056,-8127.0
26057,-7807.0
26058,-7490.0
26059,-7187.0
26060,-6895.0
26061,-6617.0
26062,-6351.0
26063,-6095.0
26064,-5561.0
26065,-4221.0
26066,-2916.0
26067,-1743.0
26068,-702.0
26069,218.0
26070,1028.0
26071,1737.0
26072,2357.0
26073,2892.0
26074,3691.0
26075,5282.0
26076,6774.0
26077,8002.0
26078,8181.0
26079,8181.0
26080,8181.0
26081,8181.0
26082,8181.0
26083,8181.0
26084,8181.0
26085,8181.0
26086,8181.0
26087,8181.0
26088,8181.0
26089,8181.0
26090,8181.0
26091,7802.0
26092,6360.0
26093,4725.0
26094,2937.0
26095,1087.0
26096,-731.0
26097,-2458.0
26098,-4013.0
26099,-5292.0
26100,-6235.0
26101,-6647.0
26102,-6117.0
26103,-5210.0
26104,-4315.0
26105,-3498.0
26106,-2765.0
26107,-2108.0
26108,-1525.0
26109,-1006.0
26110,-547.0
26111,-142.0
26112,220.0
26113,1431.0
26114,3181.0
26115,4882.0
26116,6576.0
26117,7999.0
26118,8181.0
26119,8181.0
26120,8181.0
26121,8181.0
26122,8181.0
26123,8181.0
26124,8181.0
26125,8181.0
26126,8181.0
26127,8181.0
26128,6356.0
26129,3626.0
26130,701.0
26131,-2270.0
26132,-5171.0
26133,-7731.0
26134,-8202.0
26135,-8202.0
26136,-8202.0
26137,-8202.0
26138,-8202.0
26139,-8202.0
26140,-7949.0
26141,-6897.0
26142,-5916.0
26143,-5033.0
26144,-4240.0
26145,-3528.0
26146,-2892.0
26147,-2324.0
26148,-1816.0
26149,-1364.0
26150,-965.0
26151,-611.0
26152,-298.0
26153,-23.0
26154,216.0
26155,427.0
26156,610.0
26157,769.0
26158,905.0
26159,1021.0
26160,1119.0
26161,1204.0
26162,1271.0
26163,1328.0
26164,1370.0
26165,1404.0
26166,1428.0
26167,1444.0
26168,1454.0
26169,1456.0
26170,1453.0
26171,1447.0
26172,1435.0
26173,1421.0
26174,1401.0
26175,1383.0
26176,1359.0
26177,1332.0
26178,1306.0
26179,1277.0
26180,1246.0
26181,1218.0
26182,1187.0
26183,1155.0
26184,1124.0
26185,1092.0
26186,1059.0
26187,1027.0
26188,997.0
26189,967.0
26190,935.0
26191,904.0
26192,877.0
26193,844.0
26194,815.0
26195,787.0
26196,759.0
26197,732.0
26198,705.0
26199,678.0
26200,652.0
26201,629.0
26202,605.0
26203,579.0
26204,558.0
26205,535.0
26206,516.0
26207,495.0
26208,474.0
26209,454.0
26210,461.0
26211,939.0
26212,1444.0
26213,1830.0
26214,2136.0
26215,2386.0
26216,2626.0
26217,2870.0
26218,2977.0
26219,3227.0
26220,3502.0
26221,3778.0
26222,4018.0
26223,4209.0
26224,4332.0
26225,4354.0
26226,4246.0
26227,4000.0
26228,3617.0
26229,3096.0
26230,2434.0
26231,1628.0
26232,676.0
26233,-411.0
26234,-1626.0
26235,-2926.0
26236,-4231.0
26237,-5441.0
26238,-6477.0
26239,-7239.0
26240,-7337.0
26241,-6757.0
26242,-6053.0
26243,-5381.0
26244,-4768.0
26245,-4209.0
26246,-3702.0
26247,-3245.0
26248,-2833.0
26249,-2460.0
26250,-2123.0
26251,-1821.0
26252,-1551.0
26253,-1310.0
26254,-1092.0
26255,-899.0
26256,-726.0
26257,-573.0
