,code
41289,-2353.0
41290,-1660.0
41291,-960.0
41292,-294.0
41293,362.0
41294,943.0
41295,1415.0
41296,1771.0
41297,2050.0
41298,2241.0
41299,2298.0
41300,2244.0
41301,2134.0
41302,1978.0
41303,1757.0
41304,1551.0
41305,1444.0
41306,1353.0
41307,1241.0
41308,1230.0
41309,1451.0
41310,1836.0
41311,2305.0
41312,2932.0
41313,3750.0
41314,4674.0
41315,5679.0
41316,6791.0
41317,7963.0
41318,8338.0
41319,8338.0
41320,8338.0
41321,8338.0
41322,0.0
41323,33.0
41324,41.0
41325,48.0
41326,52.0
41327,53.0
41328,54.0
41329,55.0
41330,55.0
41331,54.0
41332,53.0
41333,54.0
41334,50.0
41335,50.0
41336,47.0
41337,41.0
41338,36.0
41339,25.0
41340,19.0
41341,7.0
41342,-5.0
41343,-15.0
41344,-22.0
41345,-27.0
41346,-37.0
41347,-43.0
41348,-49.0
41349,-51.0
41350,-55.0
41351,-65.0
41352,-67.0
41353,-67.0
41354,-71.0
41355,-75.0
41356,-67.0
41357,-63.0
41358,-66.0
41359,-64.0
41360,-53.0
41361,-50.0
41362,-52.0
41363,-46.0
41364,-36.0
41365,-32.0
41366,-33.0
41367,-24.0
41368,-15.0
41369,-9.0
41370,-6.0
41371,4.0
41372,6.0
41373,7.0
41374,16.0
41375,23.0
41376,24.0
41377,28.0
41378,35.0
41379,43.0
41380,45.0
41381,49.0
41382,56.0
41383,59.0
41384,57.0
41385,59.0
41386,59.0
41387,56.0
41388,53.0
41389,53.0
41390,47.0
41391,42.0
41392,37.0
41393,31.0
41394,19.0
41395,6.0
41396,-1.0
41397,-11.0
41398,-20.0
41399,-30.0
41400,-37.0
41401,-43.0
41402,-51.0
41403,-55.0
41404,-60.0
41405,-65.0
41406,-64.0
41407,-62.0
41408,-65.0
41409,-61.0
41410,-52.0
41411,-45.0
41412,-37.0
41413,-29.0
41414,-21.0
41415,-14.0
41416,-10.0
41417,-1.0
41418,3.0
41419,6.0
41420,3.0
41421,7.0
41422,7.0
41423,8.0
41424,10.0
41425,14.0
41426,13.0
41427,14.0
41428,9.0
41429,7.0
41430,8.0
41431,10.0
41432,13.0
41433,14.0
41434,14.0
41435,14.0
41436,19.0
41437,20.0
41438,22.0
41439,25.0
41440,27.0
41441,28.0
41442,33.0
41443,34.0
41444,38.0
41445,38.0
41446,32.0
41447,28.0
41448,23.0
41449,22.0
41450,19.0
41451,15.0
41452,10.0
41453,8.0
41454,3.0
41455,2.0
41456,-3.0
41457,-12.0
41458,-17.0
41459,-17.0
41460,-24.0
41461,-29.0
41462,-25.0
41463,-18.0
41464,-14.0
41465,-12.0
41466,-8.0
41467,-1.0
41468,4.0
41469,7.0
41470,10.0
41471,8.0
41472,11.0
41473,17.0
41474,24.0
41475,26.0
41476,27.0
41477,25.0
41478,25.0
41479,19.0
41480,9.0
41481,4.0
41482,3.0
41483,1.0
41484,-3.0
41485,-3.0
41486,-3.0
41487,-8.0
41488,-9.0
41489,-6.0
41490,-3.0
41491,-7.0
41492,-1.0
41493,11.0
41494,16.0
41495,17.0
41496,37.0
41497,53.0
41498,52.0
41499,53.0
41500,67.0
41501,71.0
41502,53.0
41503,44.0
41504,61.0
41505,67.0
41506,45.0
41507,28.0
41508,39.0
41509,43.0
41510,20.0
41511,10.0
41512,21.0
41513,13.0
41514,-22.0
41515,-51.0
41516,-66.0
41517,-84.0
41518,-97.0
41519,-91.0
41520,-76.0
41521,-67.0
41522,-60.0
41523,-42.0
41524,-27.0
41525,-36.0
41526,-52.0
41527,-57.0
41528,-49.0
41529,-34.0
41530,-10.0
41531,29.0
41532,90.0
41533,140.0
41534,172.0
41535,205.0
41536,241.0
41537,269.0
41538,295.0
41539,340.0
41540,418.0
41541,508.0
41542,599.0
41543,691.0
41544,785.0
41545,883.0
41546,989.0
41547,1090.0
41548,1182.0
41549,1271.0
41550,1358.0
41551,1433.0
41552,1498.0
41553,1569.0
41554,1656.0
41555,1744.0
41556,1843.0
41557,1953.0
41558,2061.0
41559,2148.0
41560,2240.0
41561,2360.0
41562,2486.0
41563,2589.0
41564,2703.0
41565,2850.0
41566,3005.0
41567,3155.0
41568,3311.0
41569,3473.0
41570,3608.0
41571,3722.0
41572,3828.0
41573,3918.0
41574,3997.0
41575,4075.0
41576,4132.0
41577,4139.0
41578,4115.0
41579,4088.0
41580,4025.0
41581,3906.0
41582,3750.0
41583,3571.0
41584,3345.0
41585,3064.0
41586,2739.0
41587,2389.0
41588,1985.0
41589,1531.0
41590,1019.0
41591,463.0
41592,-136.0
41593,-764.0
41594,-1415.0
41595,-2073.0
41596,-2745.0
41597,-3421.0
41598,-4072.0
41599,-4684.0
41600,-5264.0
41601,-5798.0
41602,-6263.0
41603,-6647.0
41604,-6961.0
41605,-7183.0
41606,-7271.0
41607,-7244.0
41608,-7132.0
41609,-6908.0
41610,-6550.0
41611,-6095.0
41612,-5590.0
41613,-5012.0
41614,-4337.0
41615,-3605.0
41616,-2861.0
41617,-2091.0
41618,-1296.0
41619,-506.0
41620,243.0
41621,959.0
41622,1645.0
41623,2278.0
41624,2857.0
41625,3398.0
41626,3897.0
41627,4333.0
41628,4727.0
41629,5093.0
41630,5427.0
41631,5715.0
41632,5975.0
41633,6236.0
41634,6498.0
41635,6723.0
41636,6894.0
41637,7005.0
41638,7041.0
41639,7045.0
41640,7047.0
41641,7040.0
41642,7018.0
41643,6962.0
41644,6869.0
41645,6733.0
41646,6526.0
41647,6267.0
41648,5961.0
41649,5606.0
41650,5188.0
41651,4718.0
41652,4215.0
41653,3679.0
41654,3107.0
41655,2529.0
41656,1966.0
41657,1438.0
41658,936.0
41659,480.0
41660,82.0
41661,-247.0
41662,-499.0
41663,-677.0
41664,-784.0
41665,-831.0
41666,-830.0
41667,-775.0
41668,-682.0
41669,-566.0
41670,-439.0
41671,-325.0
41672,-231.0
41673,-172.0
41674,-157.0
41675,-193.0
41676,-302.0
41677,-492.0
41678,-740.0
41679,-1042.0
41680,-1423.0
41681,-1876.0
41682,-2358.0
41683,-2876.0
41684,-3457.0
41685,-4059.0
41686,-4644.0
41687,-5196.0
41688,-5741.0
41689,-6266.0
41690,-6720.0
41691,-7108.0
41692,-7432.0
41693,-7686.0
41694,-7847.0
41695,-7935.0
41696,-7969.0
41697,-7934.0
41698,-7827.0
41699,-7684.0
41700,-7540.0
41701,-7381.0
41702,-7218.0
41703,-7081.0
41704,-6993.0
41705,-6933.0
41706,-6900.0
41707,-6926.0
41708,-7019.0
41709,-7169.0
41710,-7359.0
41711,-7597.0
41712,-7850.0
41713,-8098.0
41714,-8203.0
41715,-8203.0
41716,-8203.0
41717,-8203.0
41718,-8203.0
41719,-8203.0
41720,-8203.0
41721,-8203.0
41722,-8203.0
41723,-8166.0
41724,-7809.0
41725,-7335.0
41726,-6815.0
41727,-6276.0
41728,-5732.0
41729,-5181.0
41730,-4639.0
41731,-4131.0
41732,-3660.0
41733,-3242.0
41734,-2887.0
41735,-2615.0
41736,-2401.0
41737,-2230.0
41738,-2116.0
41739,-2058.0
41740,-2050.0
41741,-2059.0
41742,-2077.0
41743,-2097.0
41744,-2123.0
41745,-2124.0
41746,-2089.0
41747,-2019.0
41748,-1915.0
41749,-1754.0
41750,-1529.0
41751,-1276.0
41752,-1016.0
41753,-724.0
41754,-409.0
41755,-124.0
41756,101.0
41757,303.0
41758,482.0
41759,573.0
41760,574.0
41761,535.0
41762,441.0
41763,242.0
41764,-47.0
41765,-363.0
41766,-700.0
41767,-1112.0
41768,-1589.0
41769,-2057.0
41770,-2512.0
41771,-2972.0
41772,-3406.0
41773,-3758.0
41774,-4015.0
41775,-4189.0
41776,-4247.0
41777,-4167.0
41778,-4019.0
41779,-3862.0
41780,-3709.0
41781,-3561.0
41782,-3418.0
41783,-3185.0
41784,-2772.0
41785,-2339.0
41786,-1890.0
41787,-1476.0
41788,-1091.0
41789,-705.0
41790,-349.0
41791,-47.0
41792,219.0
41793,472.0
41794,692.0
41795,847.0
41796,986.0
41797,1139.0
41798,1278.0
41799,1397.0
41800,1549.0
41801,1733.0
41802,1914.0
41803,2084.0
41804,2277.0
41805,2476.0
41806,2646.0
41807,2797.0
41808,3368.0
41809,3490.0
41810,3558.0
41811,3589.0
41812,3597.0
41813,3561.0
41814,3465.0
41815,3321.0
41816,3148.0
41817,2909.0
41818,2604.0
41819,2261.0
41820,1918.0
41821,1572.0
41822,1216.0
41823,877.0
41824,587.0
41825,344.0
41826,127.0
41827,-37.0
41828,-118.0
41829,-123.0
41830,-62.0
41831,63.0
41832,262.0
41833,536.0
41834,864.0
41835,1251.0
41836,1694.0
41837,2168.0
41838,2647.0
41839,3124.0
41840,3601.0
41841,4063.0
41842,4480.0
41843,4847.0
41844,5179.0
41845,5468.0
41846,5697.0
41847,5862.0
41848,5995.0
41849,6102.0
41850,6162.0
41851,6161.0
41852,6130.0
41853,6085.0
41854,6010.0
41855,5889.0
41856,5757.0
41857,5648.0
41858,5552.0
41859,5448.0
41860,5343.0
41861,5256.0
41862,5172.0
41863,5064.0
41864,4919.0
41865,4736.0
41866,4509.0
41867,4248.0
41868,3949.0
41869,3607.0
41870,3212.0
41871,2784.0
41872,2338.0
41873,1862.0
41874,1330.0
41875,761.0
41876,167.0
41877,-448.0
41878,-1063.0
41879,-1630.0
41880,-2133.0
41881,-2564.0
41882,-2903.0
41883,-3092.0
41884,-2886.0
41885,-2259.0
41886,-1569.0
41887,-938.0
41888,-375.0
41889,124.0
41890,566.0
41891,951.0
41892,1289.0
41893,1584.0
41894,1839.0
41895,2058.0
41896,2244.0
41897,2404.0
41898,2538.0
41899,2645.0
41900,2736.0
41901,2805.0
41902,2859.0
41903,2897.0
41904,2923.0
41905,2939.0
41906,2942.0
41907,2938.0
41908,2925.0
41909,2904.0
41910,2881.0
41911,2849.0
41912,2814.0
41913,2776.0
41914,2733.0
41915,2688.0
41916,2639.0
41917,2590.0
41918,2541.0
41919,2488.0
41920,2435.0
41921,2381.0
41922,2327.0
41923,2274.0
41924,2221.0
41925,2168.0
41926,2115.0
41927,2061.0
41928,2011.0
41929,1959.0
41930,1909.0
41931,1858.0
41932,1810.0
41933,1763.0
41934,1717.0
41935,1672.0
41936,1626.0
41937,1582.0
41938,1540.0
41939,1500.0
41940,1459.0
41941,1420.0
41942,1383.0
41943,1348.0
41944,1312.0
41945,1277.0
41946,1244.0
41947,1209.0
41948,1178.0
41949,1150.0
41950,1122.0
41951,1094.0
41952,1067.0
41953,1040.0
41954,1014.0
41955,990.0
41956,966.0
41957,942.0
41958,921.0
41959,900.0
41960,880.0
41961,857.0
41962,839.0
41963,822.0
41964,804.0
41965,785.0
41966,770.0
41967,753.0
41968,739.0
41969,721.0
41970,710.0
41971,696.0
41972,682.0
41973,672.0
41974,657.0
41975,648.0
41976,636.0
41977,623.0
41978,613.0
41979,604.0
41980,596.0
41981,586.0
41982,576.0
41983,568.0
41984,561.0
41985,554.0
41986,546.0
41987,539.0
41988,533.0
41989,525.0
41990,518.0
41991,512.0
41992,506.0
41993,500.0
41994,494.0
41995,489.0
41996,484.0
41997,479.0
41998,475.0
41999,469.0
42000,465.0
42001,460.0
42002,456.0
42003,452.0
42004,448.0
42005,445.0
42006,442.0
42007,439.0
42008,437.0
42009,433.0
42010,430.0
42011,427.0
42012,425.0
42013,421.0
42014,419.0
42015,418.0
42016,415.0
42017,412.0
42018,413.0
42019,410.0
42020,409.0
42021,408.0
42022,405.0
42023,405.0
42024,402.0
42025,400.0
42026,398.0
42027,398.0
42028,396.0
42029,395.0
42030,393.0
42031,394.0
42032,391.0
42033,389.0
42034,387.0
42035,387.0
42036,439.0
42037,842.0
42038,1186.0
42039,1433.0
42040,1634.0
42041,1811.0
42042,1958.0
42043,2068.0
42044,2119.0
42045,2117.0
42046,2071.0
42047,1982.0
42048,1850.0
42049,1679.0
42050,1484.0
42051,1265.0
42052,1020.0
42053,757.0
42054,481.0
42055,202.0
42056,-73.0
42057,-335.0
42058,-578.0
42059,-796.0
42060,-990.0
42061,-1150.0
42062,-1273.0
42063,-1345.0
42064,-1355.0
42065,-1313.0
42066,-1236.0
42067,-1134.0
42068,-1011.0
42069,-871.0
42070,-698.0
42071,-492.0
42072,-272.0
42073,-65.0
42074,147.0
42075,363.0
42076,561.0
42077,731.0
42078,885.0
42079,1028.0
42080,1149.0
42081,1252.0
42082,1350.0
42083,1453.0
42084,1539.0
42085,1612.0
42086,1686.0
42087,1765.0
42088,1847.0
42089,1927.0
42090,2001.0
42091,2064.0
42092,2120.0
42093,2173.0
42094,2230.0
42095,2305.0
42096,2398.0
42097,2506.0
42098,2615.0
42099,2727.0
42100,2841.0
42101,2952.0
42102,3060.0
42103,3148.0
42104,3198.0
42105,3229.0
42106,3250.0
42107,3267.0
42108,3265.0
42109,3246.0
42110,3199.0
42111,3134.0
42112,3051.0
42113,2948.0
42114,2820.0
42115,2682.0
42116,2531.0
42117,2359.0
42118,2171.0
42119,1975.0
42120,1767.0
42121,1537.0
42122,1314.0
42123,1087.0
42124,833.0
42125,564.0
42126,310.0
42127,73.0
42128,-176.0
42129,-456.0
42130,-727.0
42131,-981.0
42132,-1235.0
42133,-1483.0
42134,-1715.0
42135,-1926.0
42136,-2136.0
42137,-2354.0
42138,-2556.0
42139,-2719.0
42140,-2851.0
42141,-2974.0
42142,-3072.0
42143,-3135.0
42144,-3165.0
42145,-3159.0
42146,-3119.0
42147,-3050.0
42148,-2950.0
42149,-2799.0
42150,-2595.0
42151,-2365.0
42152,-2109.0
42153,-1805.0
42154,-1458.0
42155,-1096.0
42156,-732.0
42157,-346.0
42158,62.0
42159,459.0
42160,830.0
42161,1194.0
42162,1554.0
42163,1885.0
42164,2188.0
42165,2484.0
42166,2746.0
42167,2925.0
42168,3036.0
42169,3144.0
42170,3221.0
42171,3199.0
42172,3117.0
42173,3035.0
42174,2907.0
42175,2712.0
42176,2523.0
42177,2367.0
42178,2184.0
42179,1942.0
42180,1707.0
42181,1498.0
42182,1286.0
42183,1067.0
42184,870.0
42185,695.0
42186,546.0
42187,437.0
42188,383.0
42189,382.0
42190,436.0
42191,553.0
42192,718.0
42193,922.0
42194,1162.0
42195,1435.0
42196,1747.0
42197,2098.0
42198,2495.0
42199,2929.0
42200,3404.0
42201,3904.0
42202,4407.0
42203,4910.0
42204,5417.0
42205,5901.0
42206,6341.0
42207,6725.0
42208,7049.0
42209,7299.0
42210,7465.0
42211,7551.0
42212,7559.0
42213,7472.0
42214,7278.0
42215,6996.0
42216,6620.0
42217,6124.0
42218,5510.0
42219,4810.0
42220,4041.0
42221,3212.0
42222,2347.0
42223,1472.0
42224,595.0
42225,-260.0
42226,-1072.0
42227,-1841.0
42228,-2580.0
42229,-3273.0
42230,-3899.0
42231,-4457.0
42232,-4964.0
42233,-5406.0
42234,-5761.0
42235,-6027.0
42236,-6241.0
42237,-6446.0
42238,-6651.0
42239,-6825.0
42240,-6975.0
42241,-7136.0
42242,-7310.0
42243,-7477.0
42244,-7654.0
42245,-7784.0
42246,-7784.0
42247,-7784.0
42248,-7784.0
42249,-7784.0
42250,-7784.0
42251,-7784.0
42252,-7784.0
42253,-7784.0
42254,-7784.0
42255,-7784.0
42256,-7784.0
42257,-7784.0
42258,-7784.0
42259,-7784.0
42260,-7784.0
42261,-7784.0
42262,-7784.0
42263,-7784.0
42264,-7784.0
42265,-7784.0
42266,-7784.0
42267,-7784.0
42268,-7784.0
42269,-7784.0
42270,-7784.0
42271,-7647.0
42272,-7319.0
42273,-6968.0
42274,-6393.0
42275,-5759.0
42276,-5069.0
42277,-4268.0
42278,-3365.0
42279,-2382.0
42280,-1306.0
42281,-125.0
42282,1135.0
42283,0.0
42284,38.0
42285,47.0
42286,51.0
42287,52.0
42288,62.0
42289,73.0
42290,71.0
42291,63.0
42292,54.0
42293,53.0
42294,50.0
42295,44.0
42296,42.0
42297,43.0
42298,39.0
42299,33.0
42300,31.0
42301,34.0
42302,31.0
42303,31.0
42304,44.0
42305,55.0
42306,54.0
42307,55.0
42308,71.0
42309,82.0
42310,75.0
42311,78.0
42312,82.0
42313,79.0
42314,72.0
42315,80.0
42316,102.0
42317,122.0
42318,134.0
42319,160.0
42320,183.0
42321,187.0
42322,185.0
42323,192.0
42324,207.0
42325,214.0
42326,218.0
42327,240.0
42328,277.0
42329,312.0
42330,356.0
42331,407.0
42332,457.0
42333,492.0
42334,531.0
42335,570.0
42336,612.0
42337,655.0
42338,701.0
42339,754.0
42340,810.0
42341,875.0
42342,947.0
42343,1018.0
42344,1100.0
42345,1191.0
42346,1275.0
42347,1348.0
42348,1413.0
42349,1477.0
42350,1533.0
42351,1584.0
42352,1637.0
42353,1703.0
42354,1767.0
42355,1822.0
42356,1869.0
42357,1916.0
42358,1957.0
42359,1980.0
42360,2006.0
42361,2052.0
42362,2098.0
42363,2125.0
42364,2167.0
42365,2244.0
42366,2320.0
42367,2387.0
42368,2478.0
42369,2595.0
42370,2694.0
42371,2777.0
42372,2877.0
42373,2990.0
42374,3075.0
42375,3152.0
42376,3238.0
42377,3303.0
42378,3348.0
42379,3396.0
42380,3434.0
42381,3436.0
42382,3417.0
42383,3396.0
42384,3356.0
42385,3282.0
42386,3195.0
42387,3105.0
42388,2991.0
42389,2831.0
42390,2631.0
42391,2393.0
42392,2093.0
42393,1735.0
42394,1319.0
42395,858.0
42396,333.0
42397,-264.0
42398,-913.0
42399,-1595.0
42400,-2331.0
42401,-3111.0
42402,-3909.0
42403,-4690.0
42404,-5480.0
42405,-6264.0
42406,-6988.0
42407,-7628.0
42408,-8135.0
42409,-8202.0
42410,-8202.0
42411,-8202.0
42412,-8202.0
42413,-8202.0
42414,-8202.0
42415,-8202.0
42416,-8141.0
42417,-7566.0
42418,-6758.0
42419,-5834.0
42420,-4827.0
42421,-3733.0
42422,-2575.0
42423,-1386.0
42424,-187.0
42425,1017.0
42426,2204.0
42427,3347.0
42428,4444.0
42429,5499.0
42430,6489.0
42431,7411.0
42432,8119.0
42433,8181.0
42434,8181.0
42435,8181.0
42436,8181.0
42437,8181.0
42438,8181.0
42439,8181.0
42440,8181.0
42441,8181.0
42442,8181.0
42443,8181.0
42444,8181.0
42445,8181.0
42446,8181.0
42447,8181.0
42448,8181.0
42449,8181.0
42450,7878.0
42451,7300.0
42452,6697.0
42453,6040.0
42454,5332.0
42455,4576.0
42456,3779.0
42457,2932.0
42458,2044.0
42459,1141.0
42460,227.0
42461,-692.0
42462,-1590.0
42463,-2452.0
42464,-3264.0
42465,-4035.0
42466,-4733.0
42467,-5359.0
42468,-5919.0
42469,-6400.0
42470,-6781.0
42471,-7058.0
42472,-7259.0
42473,-7375.0
42474,-7376.0
42475,-7296.0
42476,-7160.0
42477,-6973.0
42478,-6726.0
42479,-6442.0
42480,-6166.0
42481,-5880.0
42482,-5595.0
42483,-5327.0
42484,-5102.0
42485,-4910.0
42486,-4733.0
42487,-4595.0
42488,-4509.0
42489,-4467.0
42490,-4448.0
42491,-4460.0
42492,-4491.0
42493,-4531.0
42494,-4560.0
42495,-4580.0
42496,-4605.0
42497,-4601.0
42498,-4547.0
42499,-4467.0
42500,-4359.0
42501,-4212.0
42502,-4040.0
42503,-3873.0
42504,-3695.0
42505,-3496.0
42506,-3314.0
42507,-3166.0
42508,-3052.0
42509,-2977.0
42510,-2968.0
42511,-3034.0
42512,-3162.0
42513,-3361.0
42514,-3644.0
42515,-4015.0
42516,-4438.0
42517,-4905.0
42518,-5404.0
42519,-5929.0
42520,-6446.0
42521,-6937.0
42522,-7403.0
42523,-7816.0
42524,-8139.0
42525,-8202.0
42526,-8202.0
42527,-8202.0
42528,-8202.0
42529,-8182.0
42530,-7880.0
42531,-7417.0
42532,-6863.0
42533,-6227.0
42534,-5527.0
42535,-4780.0
42536,-4002.0
42537,-3207.0
42538,-2415.0
42539,-1656.0
42540,-940.0
42541,-255.0
42542,396.0
42543,1001.0
42544,1536.0
42545,2012.0
42546,2438.0
42547,2814.0
42548,3142.0
42549,3424.0
42550,3677.0
42551,3891.0
42552,4061.0
42553,4190.0
42554,4296.0
42555,4354.0
42556,4353.0
42557,4313.0
42558,4224.0
42559,4056.0
42560,3805.0
42561,3497.0
42562,3131.0
42563,2681.0
42564,2135.0
42565,1520.0
42566,843.0
42567,80.0
42568,-761.0
42569,-1653.0
42570,-2563.0
42571,-3491.0
42572,-4440.0
42573,-5383.0
42574,-6282.0
42575,-7128.0
42576,-7899.0
42577,-8202.0
42578,-8202.0
42579,-7980.0
42580,-7662.0
42581,-7351.0
42582,-7053.0
42583,-6768.0
42584,-6492.0
42585,-6231.0
42586,-5978.0
42587,-5738.0
42588,-5508.0
42589,-5287.0
42590,-5075.0
42591,-4872.0
42592,-4679.0
42593,-4492.0
42594,-4312.0
42595,-4136.0
42596,-3497.0
42597,-2530.0
42598,-1600.0
42599,-720.0
42600,115.0
42601,894.0
42602,1599.0
42603,2224.0
42604,2779.0
42605,3275.0
42606,3697.0
42607,4032.0
42608,4297.0
42609,4518.0
42610,4687.0
42611,4790.0
42612,4843.0
42613,4856.0
42614,4810.0
42615,4707.0
42616,4559.0
42617,4376.0
42618,4144.0
42619,3870.0
42620,3562.0
42621,3219.0
42622,2831.0
42623,2407.0
42624,1963.0
42625,1505.0
42626,1034.0
42627,557.0
42628,86.0
42629,-370.0
42630,-795.0
42631,-1192.0
42632,-1539.0
42633,-1827.0
42634,-2042.0
42635,-2187.0
42636,-2250.0
42637,-2223.0
42638,-2119.0
42639,-1940.0
42640,-1676.0
42641,-1325.0
42642,-909.0
42643,-449.0
42644,71.0
42645,641.0
42646,1232.0
42647,1821.0
42648,2422.0
42649,3026.0
42650,3602.0
42651,4146.0
42652,4666.0
42653,5157.0
42654,5600.0
42655,5990.0
42656,6337.0
42657,6647.0
42658,6898.0
42659,7079.0
42660,7209.0
42661,7284.0
42662,7294.0
42663,7246.0
42664,7155.0
42665,7018.0
42666,6822.0
42667,6574.0
42668,6280.0
42669,5932.0
42670,5519.0
42671,5048.0
42672,4527.0
42673,3930.0
42674,3258.0
42675,2524.0
42676,1746.0
42677,913.0
42678,35.0
42679,-863.0
42680,-1773.0
42681,-2704.0
42682,-3639.0
42683,-4553.0
42684,-5435.0
42685,-6268.0
42686,-7030.0
42687,-7692.0
42688,-8162.0
42689,-8202.0
42690,-8202.0
42691,-8202.0
42692,-8202.0
42693,-8202.0
42694,-8202.0
42695,-8202.0
42696,-8202.0
42697,-8079.0
42698,-7659.0
42699,-7140.0
42700,-6566.0
42701,-5948.0
42702,-5277.0
42703,-4520.0
42704,-3522.0
42705,-2382.0
42706,-1317.0
42707,-365.0
42708,475.0
42709,1213.0
42710,1855.0
42711,2418.0
42712,2904.0
42713,3322.0
42714,3676.0
42715,3977.0
42716,4228.0
42717,4437.0
42718,4604.0
42719,4739.0
42720,4837.0
42721,4910.0
42722,4956.0
42723,4982.0
42724,4988.0
42725,4974.0
42726,4947.0
42727,4909.0
42728,4857.0
42729,4794.0
42730,4723.0
42731,4645.0
42732,4561.0
42733,4471.0
42734,4378.0
42735,4281.0
42736,4180.0
42737,4077.0
42738,3974.0
42739,3869.0
42740,3764.0
42741,3659.0
42742,3554.0
42743,3449.0
42744,3346.0
42745,3243.0
42746,3142.0
42747,3043.0
42748,2945.0
42749,2848.0
42750,2754.0
42751,2661.0
42752,2569.0
42753,2482.0
42754,2395.0
42755,2312.0
42756,2229.0
42757,2150.0
42758,2074.0
42759,1998.0
42760,1924.0
42761,1854.0
42762,1784.0
42763,1717.0
42764,1653.0
42765,1591.0
42766,1529.0
42767,1471.0
42768,1413.0
42769,1357.0
42770,1306.0
42771,1256.0
42772,1206.0
42773,1159.0
42774,1112.0
42775,1067.0
42776,1022.0
42777,980.0
42778,941.0
42779,903.0
42780,865.0
42781,828.0
42782,796.0
42783,763.0
42784,729.0
42785,699.0
42786,669.0
42787,642.0
42788,614.0
42789,589.0
42790,563.0
42791,539.0
42792,513.0
42793,491.0
42794,469.0
42795,449.0
42796,429.0
42797,412.0
42798,390.0
42799,373.0
42800,355.0
42801,340.0
42802,324.0
42803,308.0
42804,295.0
42805,281.0
42806,265.0
42807,253.0
42808,240.0
42809,227.0
42810,216.0
42811,207.0
42812,196.0
42813,185.0
42814,176.0
42815,165.0
42816,157.0
42817,148.0
42818,139.0
42819,131.0
42820,125.0
42821,118.0
42822,111.0
42823,103.0
42824,97.0
42825,89.0
42826,84.0
42827,80.0
42828,76.0
42829,69.0
42830,63.0
42831,58.0
42832,55.0
42833,50.0
42834,46.0
42835,41.0
42836,44.0
42837,302.0
42838,568.0
42839,753.0
42840,904.0
42841,1028.0
42842,1117.0
42843,1171.0
42844,1197.0
42845,1198.0
42846,1168.0
42847,1105.0
42848,1021.0
42849,924.0
42850,808.0
42851,663.0
42852,503.0
42853,332.0
42854,136.0
42855,-77.0
42856,-285.0
42857,-479.0
42858,-673.0
42859,-864.0
42860,-1028.0
42861,-1162.0
42862,-1274.0
42863,-1364.0
42864,-1419.0
42865,-1452.0
42866,-1463.0
42867,-1424.0
42868,-1306.0
42869,-1179.0
42870,-1042.0
42871,-918.0
42872,-807.0
42873,-707.0
42874,-614.0
42875,-535.0
42876,-461.0
42877,-395.0
42878,-170.0
42879,101.0
42880,322.0
42881,541.0
42882,765.0
42883,981.0
42884,1185.0
42885,1386.0
42886,1576.0
42887,1753.0
42888,1913.0
42889,2061.0
42890,2191.0
42891,2314.0
42892,2434.0
42893,2554.0
42894,2666.0
42895,2778.0
42896,2876.0
42897,2941.0
42898,2975.0
42899,3005.0
42900,3028.0
42901,3027.0
42902,3004.0
42903,2964.0
42904,2896.0
42905,2779.0
42906,2637.0
42907,2479.0
42908,2289.0
42909,2061.0
42910,1808.0
42911,1543.0
42912,1261.0
42913,952.0
42914,632.0
42915,313.0
42916,-16.0
42917,-359.0
42918,-704.0
42919,-1039.0
42920,-1368.0
42921,-1705.0
42922,-2046.0
42923,-2374.0
42924,-2692.0
42925,-3001.0
42926,-3292.0
42927,-3556.0
42928,-3799.0
42929,-4021.0
42930,-4212.0
42931,-4370.0
42932,-4509.0
42933,-4626.0
42934,-4695.0
42935,-4705.0
42936,-4667.0
42937,-4595.0
42938,-4467.0
42939,-4293.0
42940,-4093.0
42941,-3878.0
42942,-3638.0
42943,-3375.0
42944,-3100.0
42945,-2815.0
42946,-2517.0
42947,-2210.0
42948,-1903.0
42949,-1592.0
42950,-1290.0
42951,-997.0
42952,-702.0
42953,-413.0
42954,-142.0
42955,121.0
42956,391.0
42957,653.0
42958,896.0
42959,1129.0
42960,1359.0
42961,1568.0
42962,1759.0
42963,1945.0
42964,2119.0
42965,2267.0
42966,2405.0
42967,2545.0
42968,2679.0
42969,2795.0
42970,2892.0
42971,2957.0
42972,2989.0
42973,2985.0
42974,2943.0
42975,2861.0
42976,2753.0
42977,2627.0
42978,2480.0
42979,2312.0
42980,2134.0
42981,1956.0
42982,1778.0
42983,1592.0
42984,1414.0
42985,1251.0
42986,1107.0
42987,976.0
42988,860.0
42989,761.0
42990,696.0
42991,666.0
42992,652.0
42993,663.0
42994,704.0
42995,765.0
42996,832.0
42997,900.0
42998,984.0
42999,1073.0
43000,1161.0
43001,1255.0
43002,1366.0
43003,1483.0
43004,1594.0
43005,1709.0
43006,1836.0
43007,1945.0
43008,2020.0
43009,2099.0
43010,2185.0
43011,2252.0
43012,2297.0
43013,2345.0
43014,2380.0
43015,2368.0
43016,2324.0
43017,2282.0
43018,2227.0
43019,2110.0
43020,1970.0
43021,1819.0
43022,1611.0
43023,1340.0
43024,1046.0
43025,748.0
43026,404.0
43027,18.0
43028,-360.0
43029,-726.0
43030,-1126.0
43031,-1539.0
43032,-1895.0
43033,-2206.0
43034,-2530.0
43035,-2858.0
43036,-3121.0
43037,-3314.0
43038,-3496.0
